"GEO_ID","NAME","B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied:","Margin of Error!!Total:!!Owner occupied:","Estimate!!Total:!!Owner occupied:!!No vehicle available","Margin of Error!!Total:!!Owner occupied:!!No vehicle available","Estimate!!Total:!!Owner occupied:!!1 vehicle available","Margin of Error!!Total:!!Owner occupied:!!1 vehicle available","Estimate!!Total:!!Owner occupied:!!2 vehicles available","Margin of Error!!Total:!!Owner occupied:!!2 vehicles available","Estimate!!Total:!!Owner occupied:!!3 vehicles available","Margin of Error!!Total:!!Owner occupied:!!3 vehicles available","Estimate!!Total:!!Owner occupied:!!4 vehicles available","Margin of Error!!Total:!!Owner occupied:!!4 vehicles available","Estimate!!Total:!!Owner occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available","Estimate!!Total:!!Renter occupied:","Margin of Error!!Total:!!Renter occupied:","Estimate!!Total:!!Renter occupied:!!No vehicle available","Margin of Error!!Total:!!Renter occupied:!!No vehicle available","Estimate!!Total:!!Renter occupied:!!1 vehicle available","Margin of Error!!Total:!!Renter occupied:!!1 vehicle available","Estimate!!Total:!!Renter occupied:!!2 vehicles available","Margin of Error!!Total:!!Renter occupied:!!2 vehicles available","Estimate!!Total:!!Renter occupied:!!3 vehicles available","Margin of Error!!Total:!!Renter occupied:!!3 vehicles available","Estimate!!Total:!!Renter occupied:!!4 vehicles available","Margin of Error!!Total:!!Renter occupied:!!4 vehicles available","Estimate!!Total:!!Renter occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available",
"1400000US37089930302","Census Tract 9303.02; Henderson County; North Carolina","1601","193","1142","157","34","39","513","129","301","79","80","75","136","99","78","48","459","160","0","14","172","95","191","151","96","99","0","14","0","14",
"1400000US37089930401","Census Tract 9304.01; Henderson County; North Carolina","1142","210","1010","208","28","22","210","89","445","170","196","87","97","63","34","30","132","78","0","14","51","38","74","57","7","20","0","14","0","14",
"1400000US37089930402","Census Tract 9304.02; Henderson County; North Carolina","1498","226","1101","157","51","64","287","103","401","107","179","71","41","39","142","107","397","223","90","62","155","171","106","59","46","59","0","14","0","14",
"1400000US37089930501","Census Tract 9305.01; Henderson County; North Carolina","1979","266","1449","267","84","98","346","146","580","166","153","97","262","192","24","37","530","154","50","55","168","103","216","105","78","77","0","19","18","28",
"1400000US37089930502","Census Tract 9305.02; Henderson County; North Carolina","2001","298","1704","257","50","69","326","139","877","198","201","107","191","160","59","77","297","150","0","19","172","124","113","89","12","21","0","19","0","19",
"1400000US37089930600","Census Tract 9306; Henderson County; North Carolina","2491","272","1919","255","20","33","400","140","993","276","435","164","16","26","55","63","572","247","21","34","185","120","366","225","0","19","0","19","0","19",
"1400000US37089930701","Census Tract 9307.01; Henderson County; North Carolina","1494","162","1337","175","0","14","359","125","487","126","342","90","122","69","27","24","157","97","0","14","28","28","78","76","30","41","21","27","0","14",
"1400000US37089930702","Census Tract 9307.02; Henderson County; North Carolina","1705","196","1394","218","41","42","348","174","583","128","333","76","58","40","31","37","311","128","0","14","73","48","150","93","41","41","47","69","0","14",
"1400000US37089930703","Census Tract 9307.03; Henderson County; North Carolina","2582","311","2263","295","67","71","624","205","881","253","475","245","175","111","41","53","319","178","29","46","69","57","161","122","60","96","0","19","0","19",
"1400000US37089930800","Census Tract 9308; Henderson County; North Carolina","2141","278","1538","268","22","26","315","147","571","185","483","205","136","102","11","16","603","236","44","69","179","103","331","216","49","60","0","19","0","19",
"1400000US37089930900","Census Tract 9309; Henderson County; North Carolina","1337","161","974","134","7","11","283","85","355","93","265","109","24","33","40","31","363","136","0","14","211","81","135","104","17","19","0","14","0","14",
"1400000US37089931000","Census Tract 9310; Henderson County; North Carolina","2670","265","1439","235","12","20","504","163","475","205","218","117","117","89","113","63","1231","255","379","163","570","216","173","123","109","132","0","19","0","19",
"1400000US37089931100","Census Tract 9311; Henderson County; North Carolina","1103","140","698","139","0","14","261","102","235","122","156","66","46","41","0","14","405","118","25","25","181","101","159","107","22","26","18","30","0","14",
"1400000US37089931200","Census Tract 9312; Henderson County; North Carolina","977","145","413","117","10","15","111","61","216","95","50","40","18","24","8","17","564","107","37","28","370","98","148","63","0","14","9","14","0","14",
"1400000US37089931300","Census Tract 9313; Henderson County; North Carolina","2053","228","978","217","76","69","243","94","483","157","160","96","6","14","10","16","1075","281","53","61","523","183","251","136","184","169","21","33","43","63",
"1400000US37089931401","Census Tract 9314.01; Henderson County; North Carolina","1429","180","959","202","0","14","221","158","253","97","288","156","130","92","67","65","470","164","40","48","245","134","161","103","24","30","0","14","0","14",
"1400000US37089931402","Census Tract 9314.02; Henderson County; North Carolina","1060","167","604","123","37","42","198","91","223","122","52","52","94","57","0","14","456","170","22","37","252","125","182","141","0","14","0","14","0","14",
"1400000US37089931500","Census Tract 9315; Henderson County; North Carolina","1796","161","1652","136","33","38","334","93","898","153","239","101","119","72","29","30","144","101","7","13","60","40","55","86","22","23","0","14","0","14",
"1400000US37089931600","Census Tract 9316; Henderson County; North Carolina","2150","252","1580","209","0","14","474","173","833","180","156","76","107","80","10","19","570","191","29","37","234","139","291","139","0","14","0","14","16","24",
"1400000US37089931700","Census Tract 9317; Henderson County; North Carolina","1385","168","1141","84","4","7","316","88","579","79","187","51","43","26","12","13","244","140","15","17","92","73","137","119","0","14","0","14","0","14",
"1400000US37089931801","Census Tract 9318.01; Henderson County; North Carolina","1862","213","1606","204","0","14","589","154","596","140","274","128","112","69","35","37","256","92","27","18","153","87","68","48","8","15","0","14","0","14",
"1400000US37089931802","Census Tract 9318.02; Henderson County; North Carolina","1744","149","1579","150","7","9","378","102","852","162","251","83","91","51","0","14","165","75","4","6","84","56","68","37","9","15","0","14","0","14",
"1400000US37089931901","Census Tract 9319.01; Henderson County; North Carolina","1620","179","1400","175","23","22","338","118","836","167","171","89","32","27","0","14","220","113","9","15","101","73","92","79","18","34","0","14","0","14",
"1400000US37089931902","Census Tract 9319.02; Henderson County; North Carolina","1574","257","1430","269","7","12","207","75","825","274","274","105","90","62","27","24","144","70","0","14","50","51","60","44","34","27","0","14","0","14",
"1400000US37089932000","Census Tract 9320; Henderson County; North Carolina","1914","323","1720","336","30","35","315","151","523","148","397","146","363","284","92","56","194","96","0","14","89","75","50","48","8","14","47","57","0","14",
"1400000US37089980100","Census Tract 9801; Henderson County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37091950101","Census Tract 9501.01; Hertford County; North Carolina","1150","154","826","134","0","14","185","83","225","78","166","85","235","106","15","24","324","151","86","81","217","114","21","31","0","14","0","14","0","14",
"1400000US37091950102","Census Tract 9501.02; Hertford County; North Carolina","1464","168","925","160","53","40","348","118","307","127","73","43","82","57","62","73","539","151","38","47","172","92","236","143","35","47","58","66","0","14",
"1400000US37091950201","Census Tract 9502.01; Hertford County; North Carolina","974","125","713","121","18","14","97","48","247","76","233","77","64","35","54","39","261","97","68","63","95","62","51","31","47","56","0","14","0","14",
"1400000US37091950202","Census Tract 9502.02; Hertford County; North Carolina","802","99","595","82","47","38","123","47","183","41","160","42","63","28","19","13","207","60","24","17","72","29","33","22","51","34","13","10","14","16",
"1400000US37091950300","Census Tract 9503; Hertford County; North Carolina","1071","136","885","169","0","14","121","71","241","104","280","119","117","82","126","89","186","110","0","14","131","107","55","43","0","14","0","14","0","14",
"1400000US37091950401","Census Tract 9504.01; Hertford County; North Carolina","1281","101","754","86","17","16","111","35","236","56","239","74","92","51","59","41","527","93","85","31","216","65","177","70","45","49","4","6","0","14",
"1400000US37091950402","Census Tract 9504.02; Hertford County; North Carolina","1587","148","831","103","70","39","253","57","222","47","178","66","67","30","41","23","756","87","166","41","376","72","136","40","27","17","45","30","6","7",
"1400000US37091980000","Census Tract 9800; Hertford County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37093970104","Census Tract 9701.04; Hoke County; North Carolina","1644","162","1161","154","62","44","284","120","409","116","218","94","159","83","29","23","483","117","19","29","180","82","194","78","90","64","0","14","0","14",
"1400000US37093970105","Census Tract 9701.05; Hoke County; North Carolina","2056","172","1349","215","0","19","380","120","389","122","248","114","324","198","8","13","707","150","61","50","427","120","174","83","45","51","0","19","0","19",
"1400000US37093970106","Census Tract 9701.06; Hoke County; North Carolina","2122","182","1682","183","23","38","388","120","829","209","295","123","121","80","26","39","440","156","25","45","183","106","210","114","0","19","0","19","22","37",
"1400000US37093970107","Census Tract 9701.07; Hoke County; North Carolina","2382","190","1603","211","14","28","344","130","523","184","465","123","82","80","175","113","779","192","134","97","348","160","241","103","29","48","0","19","27","39",
"1400000US37093970108","Census Tract 9701.08; Hoke County; North Carolina","2042","206","1468","163","0","19","315","111","614","126","290","124","148","80","101","78","574","174","35","28","257","161","155","62","99","68","28","27","0","19",
"1400000US37093970109","Census Tract 9701.09; Hoke County; North Carolina","1244","156","922","157","0","14","298","145","364","92","187","80","49","38","24","29","322","105","17","26","61","44","183","93","61","46","0","14","0","14",
"1400000US37093970201","Census Tract 9702.01; Hoke County; North Carolina","1679","170","1288","162","68","78","178","67","442","106","372","138","178","91","50","31","391","111","41","34","217","75","84","57","49","53","0","14","0","14",
"1400000US37093970202","Census Tract 9702.02; Hoke County; North Carolina","1395","138","1112","150","28","27","286","83","463","104","234","85","60","36","41","37","283","80","31","29","170","68","70","48","12","14","0","14","0","14",
"1400000US37093970300","Census Tract 9703; Hoke County; North Carolina","1808","206","1063","151","105","55","393","116","423","110","108","59","34","23","0","14","745","187","194","84","339","130","151","99","13","21","48","45","0","14",
"1400000US37093970401","Census Tract 9704.01; Hoke County; North Carolina","1450","157","1017","140","14","23","222","78","461","123","240","81","33","31","47","28","433","102","30","21","189","76","153","80","43","34","18","20","0","14",
"1400000US37093970402","Census Tract 9704.02; Hoke County; North Carolina","941","99","785","99","92","48","180","69","261","91","96","48","87","43","69","45","156","67","0","14","35","28","102","57","15","22","4","7","0","14",
"1400000US37093980100","Census Tract 9801; Hoke County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37095920101","Census Tract 9201.01; Hyde County; North Carolina","1110","207","811","185","25","38","267","140","333","140","166","117","20","33","0","14","299","153","111","131","116","79","32","37","40","48","0","14","0","14",
"1400000US37095920102","Census Tract 9201.02; Hyde County; North Carolina","1005","222","702","179","38","59","190","98","268","155","162","99","0","14","44","41","303","165","9","19","160","141","121","100","13","20","0","14","0","14",
"1400000US37095990100","Census Tract 9901; Hyde County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37095990200","Census Tract 9902; Hyde County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37097060100","Census Tract 601; Iredell County; North Carolina","2617","302","1396","283","15","23","409","166","550","200","376","154","46","45","0","19","1221","303","240","159","577","241","390","216","14","25","0","19","0","19",
"1400000US37097060200","Census Tract 602; Iredell County; North Carolina","891","145","470","125","21","27","198","79","116","51","42","30","90","105","3","7","421","113","60","40","202","96","155","98","0","14","0","14","4","7",
"1400000US37097060300","Census Tract 603; Iredell County; North Carolina","1017","155","524","136","11","12","57","38","261","99","133","91","59","60","3","8","493","98","66","50","237","100","118","70","6","13","22","38","44","58",
"1400000US37097060400","Census Tract 604; Iredell County; North Carolina","1575","182","1017","156","0","14","209","84","523","142","223","100","30","32","32","30","558","153","159","85","204","112","108","72","75","65","0","14","12","19",
"1400000US37097060500","Census Tract 605; Iredell County; North Carolina","1658","235","872","214","28","24","195","79","365","194","233","78","32","38","19","27","786","190","61","42","322","132","234","148","80","61","89","94","0","14",
"1400000US37097060601","Census Tract 606.01; Iredell County; North Carolina","2525","254","1076","223","0","19","389","159","321","164","214","140","32","49","120","113","1449","306","190","169","920","285","231","149","73","81","35","41","0","19",
"1400000US37097060602","Census Tract 606.02; Iredell County; North Carolina","739","88","684","91","17","15","200","79","270","68","109","40","62","26","26","18","55","40","0","14","10","11","11","16","25","33","9","12","0","14",
"1400000US37097060603","Census Tract 606.03; Iredell County; North Carolina","601","125","498","145","12","15","124","92","178","75","165","98","9","13","10","19","103","91","0","14","71","67","3","8","0","14","29","42","0","14",
"1400000US37097060701","Census Tract 607.01; Iredell County; North Carolina","1256","183","749","152","0","14","159","72","341","127","163","64","59","56","27","37","507","243","0","14","179","165","215","111","97","105","16","28","0","14",
"1400000US37097060702","Census Tract 607.02; Iredell County; North Carolina","1632","199","1359","174","10","16","178","96","531","150","378","159","138","91","124","83","273","150","3","7","63","56","105","96","54","74","0","14","48","65",
"1400000US37097060703","Census Tract 607.03; Iredell County; North Carolina","1062","150","855","148","7","11","132","78","475","135","178","66","34","32","29","30","207","120","0","14","69","93","51","42","41","54","18","24","28","39",
"1400000US37097060801","Census Tract 608.01; Iredell County; North Carolina","1458","184","1130","168","0","14","191","80","293","83","291","105","194","119","161","104","328","117","56","64","91","85","114","65","44","30","23","35","0","14",
"1400000US37097060802","Census Tract 608.02; Iredell County; North Carolina","1332","201","1013","186","40","55","153","91","362","82","308","155","119","71","31","30","319","128","0","14","176","97","51","39","90","85","2","3","0","14",
"1400000US37097060901","Census Tract 609.01; Iredell County; North Carolina","1405","180","1056","171","82","71","218","97","307","83","355","145","60","41","34","28","349","136","11","17","115","53","118","129","96","71","3","4","6","11",
"1400000US37097060902","Census Tract 609.02; Iredell County; North Carolina","1487","247","1142","261","8","12","118","63","470","240","381","124","104","72","61","42","345","117","10","15","102","56","57","60","176","89","0","14","0","14",
"1400000US37097061001","Census Tract 610.01; Iredell County; North Carolina","1904","363","1417","338","24","27","409","296","641","188","145","77","92","46","106","64","487","197","20","27","244","103","187","180","17","28","19","22","0","14",
"1400000US37097061002","Census Tract 610.02; Iredell County; North Carolina","1569","146","1380","194","9","15","186","85","532","141","426","151","171","76","56","47","189","101","6","9","102","81","36","40","36","46","0","14","9","13",
"1400000US37097061003","Census Tract 610.03; Iredell County; North Carolina","1636","185","1093","135","15","19","228","80","426","122","214","75","157","79","53","50","543","169","10","16","236","128","230","135","29","32","11","16","27","46",
"1400000US37097061101","Census Tract 611.01; Iredell County; North Carolina","971","127","858","107","8","17","75","52","353","122","220","93","118","82","84","78","113","75","22","25","0","14","91","74","0","14","0","14","0","14",
"1400000US37097061102","Census Tract 611.02; Iredell County; North Carolina","1407","220","1183","210","91","77","234","126","315","88","397","173","86","57","60","38","224","83","24","28","95","59","24","30","30","33","51","61","0","14",
"1400000US37097061103","Census Tract 611.03; Iredell County; North Carolina","1213","169","1012","157","33","50","202","75","226","86","282","146","112","58","157","122","201","92","0","14","90","86","90","76","0","14","0","14","21","32",
"1400000US37097061104","Census Tract 611.04; Iredell County; North Carolina","903","129","698","96","26","27","85","36","251","61","220","98","100","64","16","16","205","108","0","14","128","107","77","37","0","14","0","14","0","14",
"1400000US37097061201","Census Tract 612.01; Iredell County; North Carolina","1776","150","1550","178","18","21","269","115","695","152","411","136","151","80","6","9","226","114","14","23","33","35","80","76","86","79","0","19","13","23",
"1400000US37097061202","Census Tract 612.02; Iredell County; North Carolina","2137","224","1723","221","21","27","363","134","843","172","331","125","144","87","21","27","414","168","5","8","63","48","285","143","55","61","6","10","0","19",
"1400000US37097061203","Census Tract 612.03; Iredell County; North Carolina","2451","258","1692","239","41","67","213","92","1008","230","308","133","51","45","71","79","759","179","63","39","321","125","342","159","33","40","0","19","0","19",
"1400000US37097061204","Census Tract 612.04; Iredell County; North Carolina","1568","146","1524","146","8","13","108","51","642","142","533","127","116","54","117","66","44","30","0","14","19","21","8","14","17","20","0","14","0","14",
"1400000US37097061205","Census Tract 612.05; Iredell County; North Carolina","1631","184","1440","197","35","49","191","88","813","183","230","82","164","110","7","12","191","111","0","14","46","41","88","84","57","53","0","14","0","14",
"1400000US37097061301","Census Tract 613.01; Iredell County; North Carolina","1091","120","785","128","10","16","131","109","294","98","199","98","105","69","46","37","306","107","18","22","135","86","96","76","26","28","21","33","10","17",
"1400000US37097061302","Census Tract 613.02; Iredell County; North Carolina","2078","248","1709","225","48","39","419","149","602","130","370","126","195","95","75","50","369","165","13","20","120","79","168","134","49","39","19","32","0","19",
"1400000US37097061303","Census Tract 613.03; Iredell County; North Carolina","2048","311","1733","309","7","11","167","85","686","157","574","307","247","113","52","51","315","150","11","20","115","103","80","80","60","57","0","19","49","72",
"1400000US37097061304","Census Tract 613.04; Iredell County; North Carolina","2363","241","1484","293","61","52","311","129","647","278","306","143","91","65","68","64","879","260","17","23","331","145","476","214","55","55","0","19","0","19",
"1400000US37097061401","Census Tract 614.01; Iredell County; North Carolina","1948","275","1828","279","40","56","121","83","973","309","444","121","219","86","31","30","120","62","27","30","13","21","59","48","21","24","0","19","0","19",
"1400000US37097061402","Census Tract 614.02; Iredell County; North Carolina","3079","284","1505","220","0","19","206","111","759","174","384","123","69","63","87","56","1574","291","19","32","849","253","533","182","173","112","0","19","0","19",
"1400000US37097061403","Census Tract 614.03; Iredell County; North Carolina","1880","320","931","181","11","17","159","62","484","143","208","143","45","33","24","26","949","277","15","19","443","141","428","256","31","46","22","25","10","16",
"1400000US37097061404","Census Tract 614.04; Iredell County; North Carolina","1605","243","732","120","0","14","139","83","316","120","210","80","54","49","13","20","873","250","67","62","476","221","270","141","51","60","0","14","9","14",
"1400000US37097061405","Census Tract 614.05; Iredell County; North Carolina","1318","127","1186","117","51","40","137","61","405","118","392","110","127","57","74","43","132","80","0","14","10","15","54","57","58","54","10","16","0","14",
"1400000US37097061406","Census Tract 614.06; Iredell County; North Carolina","1926","234","1804","222","34","38","175","111","806","127","467","145","189","103","133","102","122","70","6","10","46","39","25","28","0","19","0","19","45","67",
"1400000US37097061407","Census Tract 614.07; Iredell County; North Carolina","2110","262","1439","151","17","27","230","112","589","107","504","138","85","54","14","15","671","232","47","71","383","225","213","133","28","38","0","14","0","14",
"1400000US37097061408","Census Tract 614.08; Iredell County; North Carolina","1679","197","1440","193","9","13","142","54","695","149","403","129","99","74","92","54","239","103","25","41","79","71","61","52","64","50","10","16","0","19",
"1400000US37097061501","Census Tract 615.01; Iredell County; North Carolina","1780","231","1159","161","25","34","486","141","392","125","193","101","17","21","46","52","621","246","56","82","287","138","278","196","0","19","0","19","0","19",
"1400000US37097061502","Census Tract 615.02; Iredell County; North Carolina","1585","176","1270","117","24","40","153","66","631","137","246","84","196","95","20","27","315","155","29","23","229","141","19","23","11","17","27","40","0","14",
"1400000US37097061503","Census Tract 615.03; Iredell County; North Carolina","1965","202","1460","165","0","19","281","95","701","128","350","113","61","39","67","52","505","127","38","48","306","139","98","59","63","76","0","19","0","19",
"1400000US37097061601","Census Tract 616.01; Iredell County; North Carolina","1232","170","683","156","24","30","171","101","316","118","52","35","60","46","60","71","549","163","79","73","310","138","135","68","25","29","0","14","0","14",
"1400000US37097061603","Census Tract 616.03; Iredell County; North Carolina","2186","331","1045","260","0","14","239","129","557","185","127","82","107","109","15","29","1141","326","90","73","518","190","306","168","45","46","182","258","0","14",
"1400000US37097061604","Census Tract 616.04; Iredell County; North Carolina","582","155","505","154","0","14","130","69","231","75","127","134","17","21","0","14","77","42","40","30","22","32","7","11","8","13","0","14","0","14",
"1400000US37097061605","Census Tract 616.05; Iredell County; North Carolina","1037","167","720","140","20","31","226","113","320","86","109","60","32","37","13","20","317","193","8","14","142","166","114","97","53","62","0","14","0","14",
"1400000US37099940200","Census Tract 9402; Jackson County; North Carolina","2308","289","1598","213","34","44","604","215","531","155","217","104","150","119","62","72","710","209","32","36","366","165","312","132","0","19","0","19","0","19",
"1400000US37099950200","Census Tract 9502; Jackson County; North Carolina","1095","156","838","140","31","49","181","85","354","109","154","75","73","60","45","52","257","112","0","14","102","74","122","74","33","34","0","14","0","14",
"1400000US37099950300","Census Tract 9503; Jackson County; North Carolina","2341","322","1523","261","22","23","488","161","702","164","300","149","0","19","11","14","818","241","149","128","307","131","248","139","114","118","0","19","0","19",
"1400000US37099950400","Census Tract 9504; Jackson County; North Carolina","1957","186","1127","217","35","36","227","113","513","171","251","139","78","52","23","23","830","192","101","65","402","138","239","151","44","42","0","14","44","57",
"1400000US37099950500","Census Tract 9505; Jackson County; North Carolina","3195","441","2334","365","57","50","473","200","1151","345","450","174","167","123","36","41","861","287","50","61","708","275","103","87","0","19","0","19","0","19",
"1400000US37099950600","Census Tract 9506; Jackson County; North Carolina","3559","419","1079","279","26","29","150","71","507","144","258","181","60","49","78","77","2480","328","113","78","1044","281","831","261","305","160","155","115","32","50",
"1400000US37099950700","Census Tract 9507; Jackson County; North Carolina","1358","269","886","182","25","29","174","78","383","149","227","103","71","51","6","11","472","202","0","14","198","154","234","154","40","45","0","14","0","14",
"1400000US37099950800","Census Tract 9508; Jackson County; North Carolina","881","186","684","153","8","9","189","75","296","88","63","40","57","73","71","75","197","115","13","23","114","99","49","38","6","10","15","22","0","14",
"1400000US37099950900","Census Tract 9509; Jackson County; North Carolina","1470","251","1301","247","47","46","289","114","628","217","243","139","94","88","0","14","169","90","0","14","66","78","74","63","29","48","0","14","0","14",
"1400000US37101040101","Census Tract 401.01; Johnston County; North Carolina","1228","155","762","170","9","17","106","53","260","82","332","150","42","33","13","20","466","122","115","68","214","97","123","58","0","14","14","17","0","14",
"1400000US37101040102","Census Tract 401.02; Johnston County; North Carolina","964","148","717","134","24","34","78","47","345","135","231","112","31","44","8","11","247","109","12","12","66","46","155","99","14","18","0","14","0","14",
"1400000US37101040103","Census Tract 401.03; Johnston County; North Carolina","831","225","681","154","0","14","57","39","295","85","148","68","95","61","86","143","150","169","0","14","39","37","0","14","0","14","0","14","111","165",
"1400000US37101040204","Census Tract 402.04; Johnston County; North Carolina","1737","275","1487","292","0","19","211","112","490","231","386","169","332","220","68","61","250","148","33","52","63","65","7","12","0","19","33","54","114","86",
"1400000US37101040205","Census Tract 402.05; Johnston County; North Carolina","2592","305","2158","317","27","45","265","134","720","200","692","244","287","150","167","81","434","166","0","19","121","95","275","163","22","36","16","25","0","19",
"1400000US37101040206","Census Tract 402.06; Johnston County; North Carolina","1717","261","1522","236","0","14","380","172","289","115","503","158","243","129","107","91","195","154","0","14","62","57","118","151","15","24","0","14","0","14",
"1400000US37101040207","Census Tract 402.07; Johnston County; North Carolina","4511","363","4096","399","39","64","945","293","1706","491","942","336","423","259","41","70","415","276","87","124","50","84","181","207","97","133","0","21","0","21",
"1400000US37101040208","Census Tract 402.08; Johnston County; North Carolina","1922","301","1799","304","0","19","372","177","985","322","218","124","224","155","0","19","123","120","0","19","15","27","24","38","65","105","19","36","0","19",
"1400000US37101040209","Census Tract 402.09; Johnston County; North Carolina","2308","394","1637","275","15","25","238","144","863","252","337","181","45","44","139","142","671","392","0","19","197","155","433","329","41","68","0","19","0","19",
"1400000US37101040210","Census Tract 402.10; Johnston County; North Carolina","682","98","666","103","0","14","82","61","256","105","194","90","19","28","115","111","16","22","0","14","9","17","7","15","0","14","0","14","0","14",
"1400000US37101040301","Census Tract 403.01; Johnston County; North Carolina","1811","273","977","252","20","23","231","101","340","172","281","154","105","60","0","14","834","208","249","179","227","106","259","125","99","79","0","14","0","14",
"1400000US37101040303","Census Tract 403.03; Johnston County; North Carolina","1581","290","747","184","3","5","94","75","258","134","255","161","102","80","35","53","834","290","82","87","453","158","60","51","211","234","28","43","0","14",
"1400000US37101040304","Census Tract 403.04; Johnston County; North Carolina","1008","207","830","225","0","14","15","18","335","153","390","181","58","64","32","30","178","78","0","14","48","64","124","58","6","11","0","14","0","14",
"1400000US37101040400","Census Tract 404; Johnston County; North Carolina","1715","172","1343","172","24","30","221","89","418","113","406","131","161","92","113","60","372","106","7","10","189","81","101","45","63","67","12","10","0","14",
"1400000US37101040501","Census Tract 405.01; Johnston County; North Carolina","1953","272","1295","218","38","37","200","81","332","128","437","177","209","177","79","65","658","188","88","56","319","138","196","123","37","39","18","21","0","19",
"1400000US37101040502","Census Tract 405.02; Johnston County; North Carolina","881","101","714","140","22","35","123","76","341","128","183","84","33","27","12","19","167","87","6","11","22","23","81","63","45","51","3","14","10","15",
"1400000US37101040600","Census Tract 406; Johnston County; North Carolina","1340","202","873","200","0","14","167","86","481","191","161","73","50","48","14","24","467","168","166","117","194","110","68","61","0","14","39","44","0","14",
"1400000US37101040700","Census Tract 407; Johnston County; North Carolina","1499","256","823","219","11","17","161","86","269","126","252","134","130","161","0","14","676","164","132","91","283","127","79","65","141","119","0","14","41","48",
"1400000US37101040800","Census Tract 408; Johnston County; North Carolina","1771","433","837","185","33","39","185","89","267","126","304","133","40","34","8","16","934","452","285","158","540","439","90","63","10","17","9","22","0","14",
"1400000US37101040903","Census Tract 409.03; Johnston County; North Carolina","3276","389","2771","378","14","14","454","199","1359","371","654","226","241","134","49","45","505","249","17","29","326","219","42","44","113","130","3","6","4","6",
"1400000US37101040904","Census Tract 409.04; Johnston County; North Carolina","1422","197","1132","185","22","28","248","153","466","164","290","141","80","66","26","35","290","105","40","49","55","61","147","87","18","28","30","48","0","14",
"1400000US37101040905","Census Tract 409.05; Johnston County; North Carolina","1963","195","1379","206","76","96","217","124","417","135","382","143","85","76","202","130","584","188","119","77","233","158","123","98","109","103","0","19","0","19",
"1400000US37101040906","Census Tract 409.06; Johnston County; North Carolina","820","96","713","94","26","41","99","52","316","102","133","61","130","72","9","14","107","78","0","14","47","46","60","62","0","14","0","14","0","14",
"1400000US37101041001","Census Tract 410.01; Johnston County; North Carolina","4036","386","2741","400","34","41","636","250","1111","310","456","174","504","266","0","21","1295","388","78","68","430","219","412","231","284","206","75","94","16","27",
"1400000US37101041003","Census Tract 410.03; Johnston County; North Carolina","1785","316","1132","307","15","18","269","161","607","307","155","98","43","33","43","43","653","153","0","14","347","85","306","140","0","14","0","14","0","14",
"1400000US37101041004","Census Tract 410.04; Johnston County; North Carolina","943","168","311","109","6","10","123","75","135","86","42","32","5","21","0","14","632","167","37","43","324","140","175","106","85","98","11","19","0","14",
"1400000US37101041005","Census Tract 410.05; Johnston County; North Carolina","1436","197","1084","152","0","14","191","77","509","155","286","127","91","65","7","15","352","195","0","14","175","176","153","83","5","11","19","29","0","14",
"1400000US37101041104","Census Tract 411.04; Johnston County; North Carolina","2101","382","1838","385","43","47","324","174","697","279","173","82","412","257","189","128","263","137","0","19","32","31","153","122","18","26","37","29","23","36",
"1400000US37101041105","Census Tract 411.05; Johnston County; North Carolina","1450","148","1121","193","35","52","177","103","528","155","228","105","57","49","96","128","329","131","0","14","99","79","116","78","82","73","32","36","0","14",
"1400000US37101041106","Census Tract 411.06; Johnston County; North Carolina","1858","253","1817","256","0","14","337","161","902","247","376","160","161","111","41","45","41","40","0","14","0","14","23","27","18","31","0","14","0","14",
"1400000US37101041107","Census Tract 411.07; Johnston County; North Carolina","2006","287","1818","307","64","82","308","219","521","215","844","253","81","62","0","19","188","109","29","46","45","50","92","98","22","36","0","19","0","19",
"1400000US37101041108","Census Tract 411.08; Johnston County; North Carolina","1423","301","1073","120","0","14","272","149","476","202","171","116","154","101","0","14","350","283","22","32","0","14","313","285","15","28","0","14","0","14",
