X,Y,objectid,lea_school,ptmoved,comments,reviewed,school_nam,principal,street_lon,phys_addr,phys_city,phys_zip,phone,mail_addr,mail_city,mail_zip,fax,url_addres,county,accr_stat,sch_desg,sch_type,sch_ptype,sch_ctype,ext_hours,num_teach,bgn_grade,end_grade,pre_k,elem,middle,high,early_coll
657208.4586,158210.2289,1502,820352, ,point verified,1,Midway High,Stuart Daughtery,15274 Spiveys Corner Highway,15274 Spiveys Corner Highway,Newton Grove,28366,9105676664,15274 Spiveys Corner Highway,Newton Grove,28366,9105675989,http://www.sampson.k12.nc.us/MidwayHigh/,Sampson,SA,Public,Regular School,None,Traditional,-,41,09,12, , , ,yes, 
651540.170000002,164995.324900001,1503,820364,"yes, 2012",down the street,1,Plain View Elementary,Gaynor Hammond,4140 Plain View Hwy,4140 Plain View Hwy,Dunn,28334,9108914354,4140 Plain View Hwy,Dunn,28334,9108914868,http://www.sampson.k12.nc.us/PlainView/,Sampson,SA,Public,Regular School,None,Traditional,-,28,KG,05, ,yes, , , 
677631.890000001,124192.9822,1504,820370,"yes, 2012",down the street,1,Union Middle,Lynn Prescott,1190 Edmond Matthis Rd,455 River Road,Clinton,28328,9105924547,455 River Road,Clinton,28328,9105924211,http://www.sampson.k12.nc.us/UnionMid/unionmid.ht,Sampson,SA,Public,Regular School,None,Traditional,-,30,06,08, , ,yes, , 
678881.764700003,119600.155099999,1505,820384,"yes, 2012",down the street,1,Union Elementary,Linda Carr,10400 Taylors Bridge Hwy,10400 Taylors Bridge Hwy,Clinton,28328,9105322104,10400 Taylors Bridge Hwy,Clinton,28328,9105324434,http://www.sampson.k12.nc.us./UnionElem/,Sampson,SA,Public,Regular School,None,Traditional,-,45,PK,03,yes,yes, , , 
679433.104800001,117776.9747,1506,820388,"yes, 2012",down the street,1,Union High,Edward Holmes,1189 Kader Merritt Road,1189 Kader Merritt Road,Rose Hill,28458,9105326300,1189 Kader Merritt Road,Rose Hill,28458,9105326350,http://www.sampson.k12.nc.us/UnionHigh/Index.htm,Sampson,SA,Public,Regular School,None,Traditional,-,34,09,12, , , ,yes, 
671823.312299997,137667.593600001,1507,821304, ,point verified,1,Butler Avenue Elementary,Vanessa Brown,301 Butler Ave,301 Butler Ave,Clinton,28328,9105922629,301 Butler Ave,Clinton,28328,9105922183,http://butleravenue.nc.ccs.schoolinsites.com,Sampson,SA,Public,Regular School,None,Traditional,-,30,02,03, ,yes, , , 
670747.079000004,135774.384,1508,821308, ,point verified,1,Clinton High,Ronald Bean,340 Indian Town Road,340 Indian Town Road,Clinton,28328,9105922067,340 Indian Town Road,Clinton,28328,9102995164,http://clinton.nc.cch.schoolinsites.com,Sampson,SA,Public,Regular School,None,Traditional,-,61,09,12, , , ,yes, 
671464.750100002,140448.562399998,1509,821316, ,point verified,1,Langdon C Kerr Elementary,Jan Smith,112 Kimbrough Rd,112 Kimbrough Rd,Clinton,28328,9105923066,112 Kimbrough Rd,Clinton,28328,9105920404,http://lckerr.nc.ccs.schoolinsites.com,Sampson,SA,Public,Regular School,None,Traditional,-,39,PK,01,yes, , , , 
670459.590999998,135981.992199998,1510,821320, ,point verified,1,Sampson Middle,Shirley Williams,1201 W Elizabeth St,1201 W Elizabeth St,Clinton,28328,9105923327,1201 W Elizabeth St,Clinton,28328,9105926185,http://sampson.nc.ccm.schoolinsites.com,Sampson,SA,Public,Regular School,None,Traditional,-,39,06,08, , ,yes, , 
566440.937299997,113655.336100001,1511,830312, , , ,Covington Street Elementary,Sandra Wilcher,615 W Covington St,615 W Covington St,Laurinburg,28352,9102774312,615 W Covington St,Laurinburg,28352,9102774315,http://www.scsnc.org/schools/covington/,Scotland,SA,Public,Regular School,None,Traditional,-,20,KG,05, ,yes, , , 
567917.874899998,115153.383000001,1512,830336, , , ,North Laurinburg Elementary,Rodney Byers,831 N Gill St,831 N Gill St,Laurinburg,28352,9102774336,831 N Gill St,Laurinburg,28352,9102774317,http://www.scotland.k12.nc.us/schools/nlaurinburg,Scotland,SA,Public,Regular School,None,Traditional,-,25,PK,05,yes,yes, , , 
564456.937299997,110243.0704,1513,830350, , , ,Sycamore Lane Middle,Rick Singletary,2100 Sycamore Ln,2100 Sycamore Ln,Laurinburg,28352,9102774350,2100 Sycamore Ln,Laurinburg,28352,9102774321,http://www.scotland.k12.nc.us/schools/sycamore/de,Scotland,SA,Public,Regular School,None,Traditional,-,38,06,08, , ,yes, , 
569395.000100002,109362.3358,1514,830356, ,point verified,1,South Scotland Elementary,Angela Gallagher,17200 Barnes Bridge Rd,17200 Barnes Bridge Rd,Laurinburg,28352,9102774356,17200 Barnes Bridge Rd,Laurinburg,28352,9102764154,http://www.scotland.k12.nc.us/schools/sscotland.h,Scotland,SA,Public,Regular School,None,Traditional,-,24,PK,05,yes,yes, , , 
567599.125,112286.851399999,1515,830364, , , ,Washington Park Elementary,William 'Billy' Hardy,1225 S Caledonia Rd,1225 S Caledonia Rd,Laurinburg,28352,9102774364,1225 S Caledonia Rd,Laurinburg,28352,9102774349,http://www.scotland.k12.nc.us/schools/washingtonp,Scotland,SA,Public,Regular School,None,Traditional,-,19,PK,05,yes,yes, , , 
501075.593900003,180351.4377,1516,840302, , , ,Albemarle High,Karen Nixon,311 Park Ridge Road,311 Park Ridge Road,Albemarle,28001,7049823711,311 Park Ridge Road,Albemarle,28001,7049829645,http://ahs.scs.k12.nc.us,Stanly,SA,Public,Regular School,None,Traditional,-,32,09,12, , , ,yes, 
500881.0625,178489.093800001,1517,840303, , , ,Albemarle Middle,David Grice,1811 Badin Road,1811 Badin Road,Albemarle,28001,7049825480,1811 Badin Road,Albemarle,28001,7049832600,http://ams.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,33,06,08, , ,yes, , 
500875.468800001,178379.343699999,1518,840310, , , ,Central Elementary,Melissa Smith,206 N 3rd Street,206 N 3rd Street,Albemarle,28001,7049823213,206 N 3rd Street,Albemarle,28001,7049829131,http://central.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,40,PK,05,yes,yes, , , 
493277.093900003,173324.8748,1519,840312, , , ,Endy Elementary,Jessie Morton,27670 Betty Rd,27670 Betty Rd,Albemarle,28001,7049825193,27670 Betty Rd,Albemarle,28001,7049824059,http://endy.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,21,KG,06, ,yes, , , 
503494.875100002,178094.2498,1520,840316, , , ,East Albemarle Elementary,Rhonda Gainey,1813 E Main Street,1813 E Main Street,Albemarle,28001,7049825113,1813 E Main Street,Albemarle,28001,7049823463,http://east.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,25,KG,05, ,yes, , , 
480625.781099997,168683.7031,1521,840320, , , ,Locust Elementary,Rick Hessman,103 School Rd,103 School Rd,Locust,28097,7048885921,103 School Rd,Locust,28097,7048886631,http://locust.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,24,KG,06, ,yes, , , 
487736.781199999,165743.5002,1522,840340, , , ,Oakboro Elementary,Julie McSwain,1244 N Main St,1244 N Main St,Oakboro,28129,7044853541,1244 N Main St,Oakboro,28129,7044858422,http://www.oakboro.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,28,PK,06,yes,yes, , , 
503632.297499999,164903.348700002,1523,840356,"yes, 2012",down the street,1,South Stanly High,Shawn Britt,40488 S Stanly School Rd,40488 S Stanly School Rd,Norwood,28128,7044743155,40488 S Stanly School Rd,Norwood,28128,7044747436,http://www.sshs.scs.k12.nc.us/,Stanly,SA,Public,Regular School,None,Traditional,-,34,09,12, , , ,yes, 
448255.125100002,307494.312600002,1524,860302, , ,1,Cedar Ridge Elementary,Alison York,734 Flippin Road,734 Flippin Road,Lowgap,27024,3363524320,734 Flippin Road,Lowgap,27024,3363524347,http://surry.k12.nc.us/cre/,Surry, ,Public,Regular School,None,Traditional,-,26,PK,05,yes,yes, , , 
461453.938299999,288243.143100001,1525,860308,"yes, 2012",down the street,1,Copeland Elementary,Sharia Templeton,948 Copeland School Road,948 Copeland School Road,Dobson,27017,3363742572,948 Copeland School Road,Dobson,27017,3363744700,http://www.surry.k12.nc.us/copeland/,Surry, ,Public,Regular School,None,Traditional,-,24,PK,05,yes,yes, , , 
469076.776900001,307680.154199999,1526,860320,"yes, 2012",down the street,1,Flat Rock Elementary,Molly Anderson,1539 E Pine St,1539 E Pine St,Mount Airy,27030,3367862910,1539 E Pine St,Mount Airy,27030,3367865058,http://surry.k12.nc.us/fres/,Surry, ,Public,Regular School,None,Traditional,-,23,PK,05,yes,yes, , , 
463417.656499997,305056.312600002,1527,860324,"yes, 2008",Moved from across the street,1,Franklin Elementary,Eric RIggs,519 S Franklin Road,519 S Franklin Road,Mount Airy,27030,3367862459,519 S Franklin Road,Mount Airy,27030,3367862835,http://www.surry.k12.nc.us/franklin/,Surry, ,Public,Regular School,None,Traditional,-,34,P3,05, ,yes, , , 
460598.375,306640.562600002,1528,860326,"yes, 2008",Moved from across the street,1,J Sam Gentry Middle,Paige Badgett,1915 W Pine Street,1915 W Pine Street,Mount Airy,27030,3367864155,1915 W Pine Street,Mount Airy,27030,3367866863,http://www.surry.k12.nc.us/gentry/,Surry, ,Public,Regular School,None,Traditional,-,30,06,08, , ,yes, , 
443505.875,291772.9998,1529,860332, , ,1,Mountain Park Elementary,Cathy Hull,505 Mountain Park Rd,505 Mountain Park Rd,State Road,28676,3368743933,505 Mountain Park Rd,State Road,28676,3368747963,http://surry.k12.nc.us/mpe/,Surry, ,Public,Regular School,None,Traditional,-,13,PK,05,yes,yes, , , 
459579.812299997,306922.781399999,1530,860336,"yes, 2008",Moved from across the street,1,North Surry High,Bill Goins,2440 W Pine Street,2440 W Pine Street,Mount Airy,27030,3367895055,2440 W Pine Street,Mount Airy,27030,3367868630,http://www.surry.k12.nc.us/nshs/,Surry,SA,Public,Regular School,None,Traditional,-,64,09,12, , , ,yes, 
460190.250100002,300652.968600001,1531,860360,"yes, 2008",Moved from down the street,1,White Plains Elementary,Sandra Scott,710 Cadle Ford Rd,710 Cadle Ford Rd,Mount Airy,27030,3363203434,710 Cadle Ford Rd,Mount Airy,27030,3363203090,http://surry.k12.nc.us/wpe/,Surry, ,Public,Regular School,None,Traditional,-,25,PK,05,yes,yes, , , 
442936.343599997,278453.5,1532,861304, , ,1,Elkin Elementary,Tom Caton,135 Old Virginia Rd,135 Old Virginia Rd,Elkin,28621,3368352756,135 Old Virginia Rd,Elkin,28621,3368356042,http://elkin.k12.nc.us/ees/,Surry,SA,Public,Regular School,None,Traditional,-,40,PK,06,yes,yes, , , 
442428.249899998,278335.781300001,1533,861308, , ,1,Elkin High,Mark Byrd,334 Elk Spur St,334 Elk Spur St,Elkin,28621,3368353858,334 Elk Spur St,Elkin,28621,3368353253,http://elkin.k12.nc.us/ehs/,Surry,SA,Public,Regular School,None,Traditional,-,33,09,12, , , ,yes, 
464766.718599997,307443.281199999,1534,862312,"yes, 2008",Moved from across the street,1,Mount Airy High,Sandy George,1011 N South St,1011 N South St,Mount Airy,27030,3367895147,1011 N South St,Mount Airy,27030,3367192341,http://mahsbears.org,Surry, ,Public,Regular School,None,Traditional,1,40,09,12, , , ,yes, 
464874.874799997,307728.281300001,1535,862316,"yes, 2008",Moved from across the street,1,Mount Airy Middle,Joey Hearl,249 Hamburg Street,249 Hamburg Street,Mount Airy,27030,3367899021,249 Hamburg Street,Mount Airy,27030,3367896074,http://mtairymiddleschool.org,Surry, ,Public,Regular School,None,Traditional,-,31,06,08, , ,yes, , 
270839.937700003,170045.2969,1536,880304, , ,1,Brevard Elementary,Tammy Bellefeuil,601 Greenville Hwy,601 Greenville Hwy,Brevard,28712,8288842001,601 Greenville Hwy,Brevard,28712,8288843304,http://bes.tcsnc.org/,Transylvania,SA,Public,Regular School,None,Traditional,-,28,PK,05,yes,yes, , , 
269700.685999997,169193.207400002,1537,880308,"yes, 2012",down the street,1,Brevard High,Jeremy Gibbs,747 Country Club Rd,609 Country Club Rd,Brevard,28712,8288844103,609 Country Club Rd,Brevard,28712,8288857355,http://bhs.tcsnc.org/,Transylvania,SA,Public,Regular School,None,Traditional,-,51,09,12, , , ,yes, 
272663.7566,173485.432399999,1538,880318,"yes, 2012",down the street,1,Pisgah Forest Elementary,Mike Bailey,1076 Ecusta Rd,1076 Ecusta Rd,Brevard,28712,8288774481,1076 Ecusta Rd,Brevard,28712,8288842551,http://pfe.tcsnc.org/,Transylvania,SA,Public,Regular School,None,Traditional,-,29,KG,05, ,yes, , , 
272597.8649,173605.877999999,1539,880320,"yes, 2012",down the street,1,Davidson River School,Donna Wilde,970 Ecusta Rd,970 Ecusta Rd,Brevard,28712,8288849567,970 Ecusta Rd,Brevard,28712,8288625347,http://drs.tcsnc.org/,Transylvania,SA,Public,Alternative Education,None,Traditional,-,11,06,12, , ,yes,yes, 
469561.687299997,137335.7498,1540,900306, , , ,East Elementary,Cheryl Lawrence,515 Elizabeth Ave,515 Elizabeth Ave,Monroe,28112,7042963110,515 Elizabeth Ave,Monroe,28112,7042963112,http://ees.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Year Round,-,44,PK,05,yes,yes, , , 
469258.968099996,157534.207699999,1541,900312,"yes, 2012",down the street,1,Fairview Elementary,Kelly Thomas,110 Clontz Road,110 Clontz Road,Monroe,28110,7047532800,110 Clontz Road,Monroe,28110,7047532804,http://fves.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,30,KG,05, ,yes, , , 
469210.875200003,136600.656100001,1542,900314, , , ,Monroe Middle,Mike Harvey,601 E Sunset Drive,601 E Sunset Drive,Monroe,28112,7042963120,601 E Sunset Drive,Monroe,28112,7042963122,http://mms.ucps.k12.nc.us,Union,SA,Public,Regular School,None,Year Round,-,61,06,08, , ,yes, , 
456947.593900003,148022.109200001,1543,900320, ,point verified,1,Indian Trail Elementary,Candice Boatright,200 Education Rd,200 Education Rd,Indian Trail,28079,7048217614,200 Education Rd,Indian Trail,28079,7048217712,http://ites.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,43,KG,05, ,yes, , , 
470214.199600004,136640.2938,1544,900336, ,point verified,1,Monroe High,Brad Breedlove,1 High School Dr,1 High School Dr,Monroe,28112,7042963130,1 High School Dr,Monroe,28112,7042963138,http://mhs.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,66,09,12, , , ,yes, 
473562.821000002,149937.293900002,1545,900350, ,point verified,1,Piedmont Middle,Anne Radke,2816 Sikes Mill Rd,2816 Sikes Mill Rd,Monroe,28110,7047532840,2816 Sikes Mill Rd,Monroe,28110,7047532846,http://pdms.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,55,06,08, , ,yes, , 
462093.908299997,124319.533799998,1546,900352,"yes, 2012",down the street,1,Prospect Elementary,Jannie Bankston,3005 Ruben Rd,3005 Ruben Rd,Monroe,28112,7047642920,3005 Ruben Rd,Monroe,28112,7047642923,http://prospect.ucps.k12.nc.us,Union,SA,Public,Regular School,None,Traditional,-,32,KG,05, ,yes, , , 
459068.4749,144088.9901,1547,900356, ,point verified,1,Shiloh Elementary,Scott Spencer,5210 Rogers Rd,5210 Rogers Rd,Monroe,28110,7042963035,5210 Rogers Rd,Monroe,28110,7042963039,http://shes.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Year Round,-,40,KG,05, ,yes, , , 
459840.312299997,144904.9377,1548,900360, , , ,Sun Valley High,Janice Burns,5211 Old Charlotte Hwy,5211 Old Charlotte Hwy,Monroe,28110,7042963020,5211 Old Charlotte Hwy,Monroe,28110,7042963029,http://svhs.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,77,09,12, , , ,yes, 
480650.333499998,129828.561799999,1549,900364,"yes, 2012",down the street,1,Union Elementary,Jennifer Deaton,5320 White Store Rd,5320 White Store Rd,Wingate,28174,7046245400,5320 White Store Rd,Wingate,28174,7046245406,http://unes.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,34,PK,05,yes,yes, , , 
450481.0,131466.687399998,1550,900365, , , ,South Providence,Barry Ross,500 South Providence Street,500 South Providence Street,Waxhaw,28173,7042901580,500 South Providence Street,Waxhaw,28173,7048435708,http://sps.ucps.k12.nc.us,Union,SA,Public,Alternative Education,None,Traditional,-,28,06,12, , ,yes,yes, 
466419.968900003,136561.2502,1551,900366, , , ,Central Academy of Technology,Shaun Poole,600 Brewer Dr,600 Brewer Dr,Monroe,28112,7042963088,600 Brewer Dr,Monroe,28112,7042963090,http://cata.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,53,09,12, , , ,yes, 
471978.237400003,149191.537799999,1552,900368, ,point verified,1,Unionville Elementary,Sharyn VonCannon,4511 Unionville Rd,4511 Unionville Rd,Monroe,28110,7042963055,4511 Unionville Rd,Monroe,28110,7042963057,http://uves.ucps.k12.nc.us,Union,SA,Public,Regular School,None,Traditional,-,44,KG,05, ,yes, , , 
467744.281499997,137110.0726,1553,900370, ,point verified,1,Walter Bickett Elementary,Theresa Benson,830 South ML King Blvd.,830 South ML King Blvd,Monroe,28112,7042838520,830 South ML King Blvd,Monroe,28112,7042259543,http://wbes.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Year Round,-,44,PK,05,yes,yes, , , 
451091.343599997,131029.820500001,1554,900372, , , ,Waxhaw Elementary,Emily McGinnis,1101 Old Providence Rd,1101 Old Providence Rd,Waxhaw,28173,7042901590,1101 Old Providence Rd,Waxhaw,28173,7048434259,http://wxes.ucps.k12.nc.us,Union,SA,Public,Regular School,None,Traditional,-,39,KG,05, ,yes, , , 
456932.354400001,140617.3048,1555,900380,"yes, 2012",down the street,1,Wesley Chapel Elementary,Wendy Gravely,110 Potter Rd S,110 Potter Rd S,Monroe,28110,7042963081,110 Potter Rd S,Monroe,28110,7042963080,http://wces.ucps.k12.nc.us,Union,SA,Public,Regular School,None,Traditional,-,33,KG,05, ,yes, , , 
476806.927000001,137960.198100001,1556,900388, ,point verified,1,Wingate Elementary,Michael Henderson,301 Bivens Street,301 Bivens Street,Wingate,28174,7042334045,301 Bivens Street,Wingate,28174,7042339415,http://wges.ucps.k12.nc.us/,Union,SA,Public,Regular School,None,Traditional,-,48,PK,05,yes,yes, , , 
667037.6875,285136.312600002,1557,910304, , , ,Aycock Elementary,Laura Rigsbee,305 Carey Chapel Rd,305 Carey Chapel Rd,Henderson,27537,2524921516,305 Carey Chapel Rd,Henderson,27537,2524927038,http://www.vcs.k12.nc.us/schools/Aycock,Vance,SA,Public,Regular School,None,Traditional,-,32,PK,05,yes,yes, , , 
670464.375100002,290699.281199999,1558,910308, , , ,Carver Elementary,David Westbrook,987 Carver Sch Rd,987 Carver Sch Rd,Henderson,27537,2524386955,987 Carver Sch Rd,Henderson,27537,2524387323,http://www.vcs.k12.nc.us/Carver,Vance,SA,Public,Regular School,None,Traditional,-,16,PK,05,yes,yes, , , 
655999.937600002,286421.1252,1559,910314, , , ,Dabney Elementary,Michael Putney,150 Lanning Road,150 Lanning Road,Henderson,27537,2524386918,150 Lanning Road,Henderson,27537,2524382604,http://www.vcs.k12.nc.us/Dabney,Vance,SA,Public,Regular School,None,Traditional,-,33,PK,05,yes,yes, , , 
663465.624799997,286107.75,1560,910320, , , ,Henderson Middle,John Hargrove,219 Charles St,219 Charles St,Henderson,27536,2524920054,219 Charles St,Henderson,27536,2524308588,http://www.vcs.k12.nc.us/HMS,Vance,SA,Public,Regular School,None,Traditional,-,49,06,08, , ,yes, , 
664655.437299997,285746.125100002,1561,910356, , , ,Pinkston Street Elementary,Heddie Somerville,855 Adams St,855 Adams St,Henderson,27536,2524383441,855 Adams St,Henderson,27536,2524385524,http://www.vcs.k12.nc.us/pinkston,Vance,SA,Public,Regular School,None,Traditional,-,26,PK,05,yes,yes, , , 
662070.437700003,285239.125100002,1562,910360, , , ,E M Rollins Elementary,Dean Thomas,1600 S Garnett St,1600 S Garnett St,Henderson,27536,2524382189,1600 S Garnett St,Henderson,27536,2524382180,http://www.vcs.k12.nc.us/rollins,Vance,SA,Public,Regular School,None,Traditional,-,29,PK,05,yes,yes, , , 
665868.812299997,283140.8127,1563,910364, , , ,Southern Vance High,Stephanie Ayscue,925 Garrett Road,925 Garrett Road,Henderson,27537,2524306000,925 Garrett Road,Henderson,27537,2524300308,http://www.vcs.k12.nc.us/schools/SVHS,Vance,SA,Public,Regular School,None,Traditional,-,61,09,12, , , ,yes, 
654856.6875,288422.718499999,1564,910368, , , ,Western Vance High,Eric Pierce,2785 Poplar Creek Rd,2785 Poplar Creek Rd,Henderson,27537,2524388407,2785 Poplar Creek Rd,Henderson,27537,2524384957,http://www.vcs.k12.nc.us/wvss,Vance, ,Public,Alternative Education,None,Traditional,-,15,09,12, , , ,yes, 
665309.812399998,288587.1248,1565,910370, , , ,Northern Vance High,Michael Applewhite,293 Warrenton Road,293 Warrenton Road,Henderson,27537,2524926041,293 Warrenton Road,Henderson,27537,2524925938,http://northernvancehigh.wikispaces.com/,Vance,SA,Public,Regular School,None,Traditional,-,72,09,12, , , ,yes, 
663104.125100002,283775.1248,1566,910376, , , ,L B Yancey Elementary,Clarence Hicks,311 Hawkins Drive,311 Hawkins Drive,Henderson,27536,2524388336,311 Hawkins Drive,Henderson,27536,2524382541,http://www.vcs.k12.nc.us/yancey,Vance,SA,Public,Regular School,None,Traditional,-,21,PK,05,yes,yes, , , 
642472.500200003,225051.8123,1567,92B000, ,point verified,1,Exploris,Summer Clayton,207 E Hargett Street,401 Hillsborough St.,Raleigh,27603,9197153690,401 Hillsborough St.,Raleigh,27601,9197152042,http://www.explorismiddleschool.org/,Wake, ,Charter,Regular School,None,Traditional,-,17,06,08, , ,yes, , 
640121.103,239729.273800001,1568,92D000,"yes, 2012",down the street,1,Magellan Charter,Mary Griffin,9324 Baileywick Road,9324 Baileywick Road,Raleigh,27615,9198440277,9324 Baileywick Road,Raleigh,27615,9198443882,http://www.magellancharter.org,Wake, ,Charter,Regular School,None,Traditional,-,30,03,08, , ,yes, , 
653929.1448,246445.543699998,1569,92F000,"yes, 2012",down the street,1,Franklin Academy,Denise Kent,604 Franklin Street,604 Franklin Street,Wake Forest,27587,9195708262,604 Franklin Street,Wake Forest,27587,9195708241,http://www.franklinacademy.org/,Wake, ,Charter,Regular School,None,Year Round,-,116,KG,12, , , ,yes, 
622583.249899998,218693.247400001,1570,920308, ,point verified,1,Apex Elementary,Laurel Crissman,700 Tingen Road,700 Tingen Road,Apex,27502,9193872150,700 Tingen Road,Apex,27502,9193872152,http://apexes.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,41,KG,05, ,yes, , , 
623317.246600002,219279.593499999,1571,920312, ,point verified,1,Apex Middle,Camille Hedrick,400 East Moore Street,400 East Moore Street,Apex,27502,9193872181,400 East Moore Street,Apex,27502,9193872203,http://apexms.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,57,06,08, , ,yes, , 
624324.487000003,221334.7962,1572,920316, ,point verified,1,Apex High,Matthew Wight,1501 Laura Duncan Rd,1501 Laura Duncan Rd,Apex,27502,9193872208,1501 Laura Duncan Rd,Apex,27502,9193873023,http://www.apexhigh.com,Wake,SA,Public,Regular School,None,Traditional,-,140,09,12, , , ,yes, 
635761.521200001,223986.760200001,1573,920318, ,point verified,1,Athens Drive High,William Crockett,1420 Athens Drive,1420 Athens Drive,Raleigh,27606,9192334050,1420 Athens Drive,Raleigh,27606,9192334054,http://athensdrivehs.wcpss.net/,Wake,SA,Public,Regular School,None,Traditional,-,128,09,12, , , ,yes, 
644387.125299998,215168.218400002,1574,920320, ,point verified,1,Aversboro Elementary,Paul Domenico,1605 Aversboro Rd,1605 Aversboro Rd,Garner,27529,9196622325,1605 Aversboro Rd,Garner,27529,9196622329,http://aversboroes.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,39,KG,05, ,yes, , , 
644824.864500001,225857.4848,1575,920324, ,point verified,1,Longview,Ramey Beavers (interim),318 N King Charles Rd,318 N King Charles Rd,Raleigh,27610,9198567691,318 N King Charles Rd,Raleigh,27610,9198568131,http://longview.wcpss.net/,Wake, ,Public,Exceptional Children,None,Traditional,-,27,06,12, , ,yes,yes, 
639825.605899997,239615.665399998,1576,920326, ,point verified,1,Baileywick Road Elementary,Kathy Hartenstine,9425 Baileywick Road,9425 Baileywick Road,Raleigh,27615,9195180090,9425 Baileywick Road,Raleigh,27615,9195180101,http://baileywickes.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,27,KG,05, ,yes, , , 
622763.4529,220390.296999998,1577,920328, ,point verified,1,Baucom Elementary,Tammy Jahad,400 Hunter St,400 Hunter St,Apex,27502,9193872168,400 Hunter St,Apex,27502,9193872170,http://baucomes.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,58,KG,05, ,yes, , , 
643087.032300003,242263.142299999,1578,920334,"yes, 2012",down the street,1,Brassfield Elementary,Elizabeth MacWilliams,2001 Brassfield Rd,2001 Brassfield Rd,Raleigh,27614,9198704080,2001 Brassfield Rd,Raleigh,27614,9196765022,http://brassfield.wcpss.net/,Wake, ,Public,Regular School,None,Year Round,-,44,KG,05, ,yes, , , 
646027.425099999,230862.196699999,1579,920336, ,point verified,1,Brentwood Elementary,Kenneth Branch,3426 Ingram Dr,3426 Ingram Dr,Raleigh,27604,9198508720,3426 Ingram Dr,Raleigh,27604,9198508728,http://brentwoodes.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,-,33,KG,05, ,yes, , , 
628827.8125,223967.615499999,1580,920340, ,point verified,1,Briarcliff Elementary,Stephanie Raiford,1220 Pond St,1220 Pond St,Cary,27511,9194603443,1220 Pond St,Cary,27511,9194603420,http://briarcliffes.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,36,KG,05, ,yes, , , 
640829.176700003,232412.213599999,1581,920344, ,point verified,1,Brooks Elementary,Felecia Locklear,700 Northbrook Dr,700 Northbrook Dr,Raleigh,27609,9198811350,700 Northbrook Dr,Raleigh,27609,9198811349,http://brookses.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,-,40,KG,05, ,yes, , , 
641023.712399997,226333.475000001,1582,920348, ,point verified,1,Needham Broughton High,Stephen Mares,723 Saint Marys St,723 Saint Mary's St,Raleigh,27605,9198567810,723 Saint Mary's St,Raleigh,27605,9198567822,http://broughton.wcpss.net/,Wake,SA,Public,Regular School,Magnet,Traditional,-,132,09,12, , , ,yes, 
646959.468599997,223700.541200001,1583,920352, ,point verified,1,Bugg Elementary,Michael Armstrong,825 Cooper Rd,825 Cooper Rd,Raleigh,27610,9192504750,825 Cooper Rd,Raleigh,27610,9192504753,http://bugges.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,-,41,KG,05, ,yes, , , 
643248.093800001,223360.012400001,1584,920356, ,point verified,1,Carnage Middle,David Schwenker,1425 Carnage Dr,1425 Carnage Dr,Raleigh,27610,9198567600,1425 Carnage Dr,Raleigh,27610,9198567619,http://carnagems.wcpss.net/,Wake, ,Public,Regular School,Magnet,Traditional,-,74,06,08, , ,yes, , 
641899.774999999,232239.085200001,1585,920360,"yes, 2012",down the street,1,Carroll Middle,Cynthia Keech,4520 Six Forks Rd,4520 Six Forks Rd,Raleigh,27609,9198811370,4520 Six Forks Rd,Raleigh,27609,9198811381,http://carrollms.wcpss.net/,Wake, ,Public,Regular School,None,Traditional,-,48,06,08, , ,yes, , 
665001.927199997,226631.510200001,1586,920362, ,point verified,1,Carver Elementary,Katherine Faison,291 Liles-Dean Rd,291 LilesDean Rd,Wendell,27591,9193652680,291 LilesDean Rd,Wendell,27591,9193652622,http://carveres.wcpss.net/,Wake, ,Public,Regular School,None,Modified,-,30,PK,05,yes,yes, , , 
