onemap_sdeadmin_colluniv_area,objectid,id,metlnkid,feattype,secclass,name,phone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergphone,emergext,contdate,conthow,geodate,geohow,naicscode,naicsdescr,geolinkid,x,y,st_vendor,st_version,geoprec,phoneloc,qc_qa,degree,enroll
919,115,10274278, ,POINT,UNCLASSIFIED,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY,556-3101,120 SOUTH WINGATE STREET, ,WAKE FOREST,NC,27587,2530,WAKE,37183,NORTHWEST SIDE OF N WINGATE STREET BETWEEN STADIUM DR AND DURHAM RD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,THEOLOGICAL SEMINARIES OFFERING BACCALAUREATE OR GRADUATE DEGREES,17088756,-78.5143226,35.9808238,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,0
910,116,10274274, ,POINT,UNCLASSIFIED,SAMPSON COMMUNITY COLLEGE,592-8081,1801 SUNSET AVENUE,HIGHWAY 24 WEST,CLINTON,NC,28328, ,SAMPSON,37163,SOUTH SIDE OF SUNSET AVE 0.19 MILES WEST OF THE INTERSECTION OF SUNSET AVE AND AIRPORT RD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102387417,-78.3597832,34.9915683,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1452
704,117,10274272, ,POINT,UNCLASSIFIED,ROWAN-CABARRUS COMMUNITY COLLEGE - NORTH CAMPUS,637-0760,1333 JAKE ALEXANDER BOULEVARD, ,SALISBURY,NC,28146,8357,ROWAN,37159,SOUTH SIDE OF JAKE ALEXANDER BLVD S BETWEEN INTERSTATE 85 EXIT 75 AND OLD CONCORD RD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102406339,-80.4768121,35.6412187,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,5235
252,118,10274223, ,POINT,UNCLASSIFIED,EAST CAROLINA UNIVERSITY,328-6131,EAST 5TH STREET, ,GREENVILLE,NC,27858, ,PITT,37147,SOUTHEAST QUADRANT OF THE INTERSECTION OF E 5TH STREET AND READE CIRCLE, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611310,UNIVERSITIES,125338371,-77.3705802,35.6103707,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,23164
336,119,10271701, ,POINT,UNCLASSIFIED,PIEDMONT COMMUNITY COLLEGE,599-1181,1715 COLLEGE DRIVE, ,ROXBORO,NC,27573, ,PERSON,37145,"NORTHWEST SIDE OF THE END OF COLLEGE DR, 0.50 MILES NORTH AND WEST OF THE INTERSECTION OF COLLEGE DR AND MEMORIAL DR", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102439087,-78.979399,36.4312124,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,"AT LEAST 2, BUT LESS THAN 4 ACADEMIC YRS",2594
336,120,10274271, ,POINT,UNCLASSIFIED,ROCKINGHAM COMMUNITY COLLEGE,342-4261,215 WRENN MEMORIAL ROAD,ADMINISTRATION BUILDING,REIDSVILLE,NC,27320, ,ROCKINGHAM,37157,"ON THE SOUTH SIDE OF ROCKINGHAM COMMUNITY COLLEGE (ROAD), 0.25 MILE SOUTH OF NC-65.", , , ,2007/07/11 00:00:00+00,PHONE,2007/07/30 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102443706,-79.755493,36.3876919,NAVTEQ,2006Q4,ONENTITY,YES,TGS,ASSOCIATE'S DEGREE,2055
828,121,10274244, ,POINT,UNCLASSIFIED,MCDOWELL TECHNICAL COMMUNITY COLLEGE,652-6021,54 COLLEGE DRIVE, ,MARION,NC,28752,8728,MCDOWELL,37111,.06 MILES SOUTHWEST OF STATE HIGHWAY 226 SOUTH ON THE NORTHWEST SIDE OF COLLEGE DRIVE, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,61151,TECHNICAL AND TRADE SCHOOLS,102898476,-81.9611525,35.6564277,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1209
252,122,10274240, ,POINT,UNCLASSIFIED,LENOIR COMMUNITY COLLEGE,527-6223,231 STATE HIGHWAY 58 SOUTH, ,KINSTON,NC,28504, ,LENOIR,37107,ON THE WEST SIDE OF STATE HIGHWAY 58 BETWEEN SPRING HILL STREET AND SIMMONS ALY, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102366516,-77.581772,35.2523021,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,2579
919,123,10272063, ,POINT,UNCLASSIFIED,JOHNSTON COMMUNITY COLLEGE,934-3051,245 COLLEGE ROAD, ,SMITHFIELD,NC,27577,4905,JOHNSTON,37101,.11 MILES SOUTHWEST OF EAST MARKET STREET ON THE SOUTHEAST SIDE OF COLLEGE ROAD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,127915867,-78.3311691,35.5035703,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,4095
336,124,10274256, ,POINT,UNCLASSIFIED,NORTH CAROLINA SCHOOL OF THE ARTS,770-3399,1533 SOUTH MAIN STREET, ,WINSTON SALEM,NC,27127,2738,FORSYTH,37067,.12 MILES SOUTH OF DOUNE STREET ON THE EAST SIDE OF SOUTH MAIN STREET, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611610,FINE ARTS SCHOOLS (EXCEPT ACADEMIC),17060217,-80.239867,36.0768336,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,POST-MASTER'S CERTIFICATE,829
252,125,10274232, ,POINT,UNCLASSIFIED,HALIFAX COMMUNITY COLLEGE,536-4221,100 COLLEGE DRIVE, ,WELDON,NC,27890, ,HALIFAX,37083,.17 MILES SOUTH OF ROANOKE RAPIDS ROAD ON THE SOUTHEAST SIDE OF COLLEGE DRIVE, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,125101602,-77.6193864,36.4285198,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,1484
336,126,10274254, ,POINT,UNCLASSIFIED,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,334-5000,1000 SPRING GARDEN STREET, ,GREENSBORO,NC,27412, ,GUILFORD,37081,ON THE NORTH SIDE OF SPRING GARDEN STREET BETWEEN FOREST STREET AND TATE STREET, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/26 00:00:00+00,MANUAL,611310,UNIVERSITIES,17133088,-79.8058491,36.0667875,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,16147
704,127,10274253, ,POINT,UNCLASSIFIED,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,687-2000,9201 UNIVERSITY CITY BOULEVARD, ,CHARLOTTE,NC,28223,0001,MECKLENBURG,37119,ON THE NORTH SIDE OF THE INTERSECTION OF MARY ALEXANDER ROAD AND UNIVERSITY CITY BOULEVARD, , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611310,UNIVERSITIES,28212103,-80.7291079,35.3029766,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,20772
828,128,10274281, ,POINT,UNCLASSIFIED,TRI-COUNTY COMMUNITY COLLEGE,837-6810,4600 EAST UNITED STATES HIGHWAY 64, ,MURPHY,NC,28906, ,CHEROKEE,37039,"ON THE WEST SIDE OF US-64, .26 MI SOUTH OF NC-141.", , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102937986,-83.9650294,35.0677954,NAVTEQ,2006Q4,ONENTITY,YES,TGS,ASSOCIATE'S DEGREE,1119
828,129,10274236, ,POINT,UNCLASSIFIED,ISOTHERMAL COMMUNITY COLLEGE,286-3636,286 ISOTHERMAL COMMUNITY COLLEGE LOOP ROAD, ,SPINDALE,NC,28160, ,RUTHERFORD,37161,"FROM THE INTERSECTION OF US HWY 74A BYPASS AND ICC DRIVE, TRAVEL 0.23 MILES SOUTH, WEST THEN SOUTH ON ICC DRIVE TO WHERE IT DEAD-ENDS INTO ICC LOOP RD, FACILITY IS TO THE SOUTH.", , , ,2007/07/11 00:00:00+00,PHONE,2007/07/11 00:00:00+00,MANUAL,611210,COMMUNITY COLLEGES,102639157,-81.9133389,35.3379418,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,ASSOCIATE'S DEGREE,2124
336,130,10271569, ,POINT,UNCLASSIFIED,NORTH CAROLINA AGRICULTURE AND TECHNICAL STATE UNIVERSITY,334-7500,1601 EAST MARKET STREET, ,GREENSBORO,NC,27411,0001,GUILFORD,37081,ON THE NORTH SIDE OF EAST MARKET STREET BETWEEN NORTH LAUREL STREET AND NORTH BENBOW ROAD, , , ,2007/07/10 00:00:00+00,PHONE,2007/07/10 00:00:00+00,MANUAL,61151,TECHNICAL AND TRADE SCHOOLS,125497719,-79.7734792,36.0721258,NAVTEQ,2006Q4,BLOCKFACE,YES,TGS,DOCTOR'S DEGREE,11103
