X,Y,FID,County,SchoolName,Address,City,State,ZipCode,Website,Contact
2076554.21541739,789352.823388979,321,Wake,Franciscan Catholic School,10000 St. Francis Drive,Raleigh,NC,27613,https://www.franciscanschool.org,mailto:dawn.smith@franciscanschool.org
930378.389991477,702087.768916816,322,Buncombe,French Broad River Academy,1420 Riverside Drive,Asheville,NC,28804,https://www.fbra-avl.org,mailto:office@fbriveracademy.org
2028905.64437614,452687.422902226,323,Cumberland,Freedom Christian Academy,3130 Gillespie Street,Fayetteville,NC,28306,https://www.fcapatriots.org,mailto:jdrury@fcapatriots.org
2348665.58786023,167599.722409472,324,New Hanover,Friends School,5814 Camellia Lane,Wilmington,NC,28409,https://www.fsow.org,mailto:info@fsow.org
2113991.1362783,767249.177963808,325,Wake,Friendship Christian School,5510 Falls of Neuse Road,Raleigh,NC,27609,https://www.friendshipchristian.net,mailto:office@friendshipchristian.net
1859240.19400956,843166.38603723,326,Alamance,Freedom Christian Academy,2401 Eric Lane Suite 102,Burlington,NC,27302,https://www.fca-eagles.com,mailto:j.livers@fca-eagles.com
1562616.77807122,700770.535658896,327,Rowan,FUMC Salisbury Kindergarten,217 S Church St,Salisbury,NC,28144,,mailto:FUMCkClass@gmail.com
1446172.64678672,562013.464092225,328,Mecklenburg,Friendship Day Sch. for Sci. & the Arts,3400 Beatties Ford Road,Charlotte,NC,28216,https://www.friendshipdayschoolcharlotte.org,mailto:fds@friendshipcharlotte.org
1449446.2232448,484349.536415145,329,Mecklenburg,Fusion Academy and Learning Center - Charlotte,3540 Toringdon Way  Suite 100,Charlotte,NC,28277,https://www.fusionacademy.com/campuses/charlotte/?,mailto:jcardo@fusionacademy.com
932248.799636468,705366.744642317,330,Buncombe,Friends-Montessori School,23 Community Road,Woodfin,NC,28804,https://www.friends-montessori.org,mailto:carabeth@friends-montessori.org
2323513.2880993,721362.071903557,331,Wilson,FUMC Weekday School,100 Green St NE,Wilson,NC,27893,https://www.fumcwilson.org/weekday-school,mailto:loriedaniel@fumcwilson.org
1789462.14655805,937411.739868984,332,Rockingham,Freedom Academy,7921 US 158,Reidsville,NC,27320,https://www.freedomacademypats.com,mailto:Office@freedomacademypats.com
1992403.49526772,787419.503436729,333,Orange,Fusion Academy Chapel Hill,101 Glen Lennox Dr.  Ste 130,Chapel Hill,NC,27517,,mailto:jcheney@fusionacademy.com
2087498.67220297,751345.105441317,334,Wake,Fusion Academy and Learning Center - Raleigh,2418 Blue Ridge Road Suite 200,Raleigh,NC,27607,https://www.fusionacademy.com/campuses/raleigh/?cr,mailto:lavery@fusionacademy.com
2322498.49583755,744863.639073566,335,Wilson,Garnett Christian Academy,4747 Lake Wilson Road,Elm City,NC,27822,https://www.gcaelmcity.org,mailto:staff@gcaelmcity.org
1641728.73270789,764174.577157646,336,Davidson,Galilee Christian Academy,101 E Park Avenue,Lexington,NC,27292,,mailto:powell.wade@yahoo.com
1478992.03882498,487757.470216066,337,Mecklenburg,Gateway Academy Child Development,3200 McKee Road,Charlotte,NC,28270,https://www.WWW.GATEWAYACADEMY.COM,mailto:mckee@gatewayacademy.com
1360500.61701563,535117.713421896,338,Gaston,Gaston Day School,2001 Gaston Day School Road,Gastonia,NC,28056,https://www.gastonday.org,mailto:dhobson@gastonday.org
1372836.09332889,553364.940706894,339,Gaston,Gaston Christian School,1625 Lowell Bethesda Road,Gastonia,NC,28056,https://www.gastonchristian.org,mailto:nroach@gastonchristian.org
1981797.36752988,464542.49761723,340,Cumberland,Genesis Christian School,1713 Royal Gorge Rd.,Fayetteville,NC,28304,https://www.GCSJaguars.com,mailto:info@GLAcademyNC.com
1034966.24676022,801722.910853475,341,Yancey,Genesis Academy,428 Georges Fork Road,Burnsville,NC,28714,,mailto:manager@genesisacademyinc.com
2476225.26581122,368748.601278901,342,Onslow,Georgetown village minded acad,1239 Hargett Street,Jacksonville,NC,28540,https://www.georgetownvma.com,mailto:stacey.owens@georgetownvma.com
2114765.55697355,726259.716307729,343,Wake,Gethsemane Christian SDA Jr. Acad.,2523 Sanderford Road,Raleigh,NC,27610,https://www.gethsemanesdaschool.org,mailto:info@gethsemanesdaschool.org
1264703.13735114,579645.458355725,344,Cleveland,Gaston Christian - East Cleveland Campus,105 E. Ridge Street,Kings Mountain,NC,28086,https://www.gastonchristian.org,mailto:vahearn@gastonchristian.org
2039375.31635013,814024.235332146,345,Durham,Gift of Knowledge Academy,2722 East Main St,Durham,NC,27703,https://www.giftofknowledgeacademy.org,mailto:debogift@yahoo.com
2062248.67185006,788293.626032308,346,Wake,Goddard School,10550 Little Brier Creek Lane,Raleigh,NC,27617,https://www.goddardschools.com,mailto:raleigh1nc@goddardschools.com
2013914.96733655,490550.382937312,347,Cumberland,God's Heritage Christian Academy,5204 Hodge St.,Fayetteville,NC,28303,,mailto:ghcaden135360@yahoo.com
1412852.81349213,502833.036193475,348,Mecklenburg,Good Shepherd Christian School,13110 Moss Rd,Charlotte,NC,28273,https://www.GoodShepherdChristian.school,mailto:jamiehowell@gscharlotte.org
2053928.17733622,834936.582943067,349,Durham,Gorman Christian Academy,3315 East Geer Street,Durham,NC,27704,https://www.gormanchristian.org,mailto:arinaldi@gormanca.org
2125003.43643214,643904.53128089,350,Johnston,Gateway Christian School,10781 NC 50 North,Benson,NC,27504,,mailto:carolyn.currin@gmail.com
1530434.5927638,549796.440626055,351,Cabarrus,Gospel Light Academy,12021 Flowes Store Road,Midland,NC,28107,,mailto:glamidland@gmail.com
2032515.84023972,772340.364631817,352,Durham,Global Montessori Academy,6453 NC Hwy 55,Durham,NC,27713,https://www.globalmontessori.org,mailto:mary@globalmontessori.org
1230398.15707672,901519.653516814,353,Watauga,Grace Academy,3505 Bamboo Rd,Boone,NC,28607,https://www.graceacademyboone.com,mailto:office@graceacademyboone.com
1491445.60807788,490096.797886476,354,Union,Grace Academy,3645 Pleasant Plains Road,Matthews,NC,28104,https://www.graceacademync.com,mailto:graceacademy@graceacademync.com
675617.135079309,637633.045136228,355,Swain,Grace Christian Academy,498 Arlington Avenue,Bryson city,NC,28713,https://www.gracechristianacademy-bc.org,mailto:ajja@dnet.net
1896121.81283148,855973.80497615,356,Alamance,Grace Christian Academy,415 Roxboro Street,Haw River,NC,27258,https://www.gcachargers.com,mailto:admin@gcachargers.com
2077244.08542871,734618.808513388,357,Wake,Grace Christian School,1101 Buck Jones Road,Raleigh,NC,27606,https://www.gracechristian.net,mailto:lalicea@GRACEChristian.net
1265578.86263381,551917.308431566,358,Cleveland,Grace Christian Academy,420 Branch Street,Kings Mountain,NC,28086,https://www.gracechristiankm.com,mailto:gracechristian1990@hotmail.com
2028855.35018539,755510.90485248,359,Durham,Gifted Stars Christian Academy,275 Carpenter Hill Ln.,Cary,NC,27519,,mailto:giftedstarsearlylearning@gmail.com
2472268.10574655,378067.493730307,360,Onslow,Grace Classical School,903 Henderson Dr,Jacksonville,NC,28540,https://www.graceclassicalschool.com,mailto:graceclassicalschool.jax@gmail.com
1661203.97361296,874145.704983979,361,Forsyth,Gospel Light Christian School,4940 Gospel Light Church Rd,Winston Salem,NC,27101,https://www.glcslions.org,mailto:rebecca.richards@glcslions.org
2011583.89457089,476311.056101054,362,Cumberland,Grace Community School,5117 Cliffdale Road,Fayetteville,NC,28314,,mailto:cameronflorio@gmail.com
1443536.45028748,624899.719553053,363,Mecklenburg,Grace Covenant Academy,17301 Statesville Rd,Cornelius  NC,NC,28031,https://www.gracecovenant.org,mailto:kpowell@gracecovenant.org
1521609.28265855,643779.318932891,364,Rowan,Grace Covenant Christian Acad.,1008 Sloop Avenue,Kannapolis,NC,28083,,mailto:catrina@gckannapolis.org
2795428.67005405,937504.758383721,365,Pasquotank,Grace Montessori Academy  Incorporated,104 Commercial Blvd,Elizabeth City,NC,27909,https://www.gracemontessoriacademy.com,mailto:jen@gracemontessoriacademy.com
2689833.55348881,473500.971170068,366,Pamlico,Grace Fellowship Academy,607 Broad St.,Oriental,NC,28571,https://www.gracefellowshipacademync.org,mailto:bettinacowell@gmail.com
1704065.01387496,784688.397022307,367,Randolph,Grace Point Christian Academy,5934 Surrett Dr.,Archdale,NC,27263,https://www.Gracepointgpca.com,mailto:gracepointgpca@gmail.com
1622792.32766739,846488.871518224,368,Forsyth,Greater Destiny Academy,1520 Martin Street 106,winston salem,NC,27103,https://www.greaterdestinycdc.com,mailto:greaterdestinycdc@gmail.com
1933830.1619553,610800.23233214,369,Lee,Grace Christian School,2601 Jefferson Davis Highway,Sanford,NC,27330,https://www.gracechristiansanford.com,mailto:stuartshumway@gracechristiansanford.com
2636477.59359989,399445.293494314,370,Carteret,Gramercy Christian School,8187 Highway 70,Newport,NC,28557,https://www.gramercychristian.org,mailto:gcswithee@gmail.com
2312347.1529513,719210.412492976,371,Wilson,Great Accomplishments Acad.,2301 Montgomery Drive,Wilson,NC,27896,https://www.gaautismacademy.com,mailto:tblackmond420@gaautismacademy.com
2562870.63156214,677402.424586818,372,Pitt,Greater Destiny Prep Academy,4371 US 264,Washington,NC,27889,https://www.greater-destiny.org,mailto:info@greater-destiny.org
2027697.46339355,462053.958302975,373,Cumberland,Greater Fayetteville Adventist Acad.,2601 Lone Pine Drive,Fayetteville,NC,28306,https://www.gfaaeagles.org,mailto:secretary.gfaa@outlook.com
1828411.90986572,846452.848296314,374,Guilford,Greater Vision Academy,485 Brightwood Church Road,Gibsonville,NC,27249,https://www.greatervisionnc.com,mailto:trevsam@embarqmail.com
2305908.34594706,718222.286188394,375,Wilson,Greenfield School,3351 NC Hwy 42 W,Wilson,NC,27893,https://www.greenfieldschool.org,mailto:deb.rogers@greenfieldschool.org
1770167.57753572,859406.606181398,376,Guilford,Greensboro Islamic Academy,900 16th Street,Greensboro,NC,27405,https://www.gianc.net,mailto:kjbherrington@gmail.com
1738287.43460321,867943.685563892,377,Guilford,Greensboro Montessori School,2856 Horse Pen Creek Rd.,Greensboro,NC,27410,https://www.gms.org,mailto:kevin.navarro@gms.org
1753233.84565522,874032.875813305,378,Guilford,Greensboro Day School,5401 Lawndale Dr,Greensboro,NC,27455,https://www.greensboroday.org,mailto:gailbernstein@greensboroday.org
2482781.80551964,647130.123582974,379,Pitt,Greenville Montessori School,822 Laurie Ellis Road,Winterville,NC,28590,https://www.greenvillemontessori.com,mailto:office@greenvillemontessori.com
2468473.62481847,667791.604569644,380,Pitt,Greenville Christian Academy,1621 Greenville Blvd.  S.W.,Greenville,NC,27834,https://www.greenvillechristian.com,mailto:gcanc@greenvillechristian.com
2487615.25057714,670548.950432897,381,Pitt,Greenville Learning Center,2426 S. Charles Boulevard,Greenville,NC,27858,https://www.greenvillelearningcenter.org,mailto:dsingleton@greenvillelearningcenter.org
1672742.79043031,777969.85107623,382,Davidson,Greenwood Christian Academy,1010 Lexington Ave,Thomasville,NC,27360,,mailto:administrator@gwbaptist.org
1490866.3234753,510243.879639477,383,Mecklenburg,Greyfriars Classical Academy,2701 Rice Road,Matthews,NC,28105,https://www.greyfriarsclassical.org,mailto:headmaster@greyfriarsclassical.org
2525251.23895331,941957.533270806,384,Hertford,Guiding Light Christian School,307 Cherry St,Woodland,NC,27897,,mailto:epridgen.glcs1@gmail.com
2052504.56863488,732762.545821726,385,Wake,Grove School of Cary,2590 Laura Duncan Road,Cary,NC,27513,https://www.groveschool.com,mailto:Anneke.Braisted@kindercare.com
942784.660782561,697510.118951395,386,Buncombe,Hanger Hall School for Girls,64 W.T. Weaver Blvd.,Asheville,NC,28804,https://www.hangerhall.org,mailto:jennifers@hangerhall.org
1622727.27760063,876460.979880974,387,Forsyth,Hampton Education Academy,7820 North Point Blvd.  Suite 103,Winston Salem,NC,27106,https://www.Hampton,mailto:hamptoneduccllc@gmail.com
1434231.87932973,620643.600440651,388,Mecklenburg,Guidepost Montessori at Lake Norman,15115 Norman View Lane,Huntersville,NC,28078,,mailto:lmacartney@guidepostmontessori.com
2391230.71401589,966506.169212803,389,Halifax,Halifax Academy,1400 Three Bridges Road,Roanoke Rapids,NC,27870,https://www.halifaxacademy.org,mailto:apoole@halifaxacademy.org
2241351.58956213,356544.552852392,390,Sampson,Harrells Christian Academy,360 Tomahawk Highway,Harrells,NC,28444,https://www.harrellsca.com,mailto:awells@harrellsca.com
1919192.06590347,736069.794456556,391,Chatham,Haw River Christian Academy,2428 Silk Hope Gum Spring Road,Pittsboro,NC,27312,https://www.hawriverchristian.org,mailto:heather.baker@hawriverchristian.org
901275.713288799,669928.761712641,392,Buncombe,Hawthorn Montessori School,89 Old Candler Town Rd,Candler,NC,28715,hawthornmontessori.org,mailto:katie@hawthornmontessori.org
1766600.37863338,901695.560317233,393,Guilford,Harvest Academy,5945 N Church St,Greensboro,NC,27455,https://www.harvest-academy.com,mailto:jcarter@harvest-academy.com
1367075.7718443,881041.175116897,394,Wilkes,Harvest Time Christian Acad.,400 Winston Street,Wilkesboro,NC,28697,,mailto:htca.school@yahoo.com
812359.183116972,669675.147718564,395,Haywood,Haywood Christian Academy,77 Sutton Loop,Waynesville,NC,28786,https://www.haywoodchristianacademy.org,mailto:kherbert@haywoodchristianacademy.org
2628729.55594638,389026.520368651,396,Carteret,Heritage Christian Academy,163 Holly Springs Rd,Newport,NC,28570,https://www.hca-hollysprings.com,mailto:heatherleighministriesllc@gmail.com
1693814.92512321,801862.820678651,397,Guilford,Hayworth Christian School,1696 Westchester Dr.,High Point,NC,27262,https://www.hayworth.info,mailto:kenneth.lee@hayworth.info
1435060.29565188,770002.820750475,398,Iredell,Headwaters Christian Academy,2659 S Chipley Ford Rd,STATESVILLE,NC,28625,headwaters-academy.com,mailto:kim@southriverbaptist.com
2199536.66170922,752654.758661896,399,Wake,Heritage Christian Academy,615 Mack Todd Road,Zebulon,NC,27597,https://www.hca-nc.org,mailto:office@hca-nc.org
734839.883431464,614205.592647389,400,Jackson,Heritage Christian Academy,501 North River Road,Sylva,NC,28779,https://www.hcaofsylva.org,mailto:lqueen@hcaofsylva.org
1712327.89498697,828715.377537727,401,Guilford,Heritage Christian Academy of North Carolina,2212 Eastchester Dr,High Point,NC,27265,https://www.heritageacademy.school,mailto:saundrareece@heritageacademy.school
1262532.93729521,776087.279710144,402,Caldwell,Heritage Christian School,239 Mt. Herman Road,Hudson,NC,28638,https://www.heritagechristianschool.info,mailto:tpenland@heritagechristianschool.info
1645703.54267164,592417.223166481,403,Stanly,Heritage Classical Academy,401 Park Ridge Road,Albemarle,NC,28001,https://www.myheritageclassical.com/,mailto:amy.phibbs@myheritageclassical.com
2048996.76068988,705904.021782979,404,Wake,Heritage Leadership Academy,2080 E. Williams Street,Apex,NC,27539,https://www.heritageleadershipacademy.com,mailto:cchaney@heritageacademy-nc.org
2047097.1322713,792327.819407478,405,Durham,Heritage Leadership Academy - Durham,2335 Presidential Drive,Durham,NC,27703,https://www.heritageleadershipacademy.com,mailto:jmitchell@heritageacademy-nc.org
992429.449944228,591994.280770898,406,Henderson,Heritage Hall International School,1787 Dana Road,Hendersonville,NC,28724-0260,https://www.heritagehallschool.org,mailto:HHinternationalschool@yahoo.com
2052272.35715705,717666.747929394,407,Wake,Heritage Leadership Academy - Lower Apex,3000 Lufkin Road,Apex,NC,27539,https://www.heritageleadershipacademy.com,mailto:magar@heritageacademy-nc.org
2606406.03071164,963110.580531567,408,Hertford,Hertford Multi-Purpose Juvenile Sch,114 Oak Villa Road,Winton,NC,27986,https://www.mhfc.org,mailto:HertfordPM@MHFC.org
2058052.00668697,661910.105505899,409,Wake,Heritage Leadership Academy - Fuquay Campus,152 Wagstaff Road,Fuquay-Varina,NC,27526,https://www.heritageleadershipacademy.com,mailto:aross@heritageacademy-nc.org
2126521.26804213,776640.488905564,410,Wake,Heritage Leadership Academy - North Raleigh,3901 Capital Hills Drive,Raleigh,NC,27616,https://www.heritageleadershipacademy.com,mailto:lclaggett@heritageacademy-nc.org
1305976.67553881,747107.470543891,411,Catawba,Hickory Christian Academy,3260 6th Street Drive  NW,Hickory,NC,28601,https://www.hickorychristian.com,mailto:llewis@hickorychristian.com
1322536.74576506,737930.03909564,412,Catawba,Hickory Day School,2535 21st Avenue NE,Hickory,NC,28601,https://www.hickoryday.org,mailto:rseay@hickoryday.org
1696410.89565305,802753.250328228,413,Guilford,High Point Christian Academy,800 Phillips Avenue,High Point,NC,27262,https://www.hpcacougars.org,mailto:jblackstock@hpcacougars.org
1697868.3090768,806791.035887808,414,Guilford,High Point Friends School,800-A Quaker Lane,High Point,NC,27262,https://www.hpfs.org,mailto:rkelley@hpfs.org
1872651.08451055,641136.747118309,415,Moore,High Falls Mennonite School,267 Glendon Carthage Rd,Robbins,NC,27325,,mailto:HFMennoniteSchool@gmail.com
2970682.30051722,855939.728600726,416,Dare,Heron Pond Montessori School,3910 Poor Ridge Road/3852 N. Croatan Hwy.,Kitty Hawk,NC,27949,https://www.heronpondmontessori.com,mailto:hpmschool@gmail.com
2008559.03185423,810254.415772066,417,Durham,Hill Learning Center,3200 Pickett Road,Durham,NC,27705,https://www.hillcenter.org,mailto:bbrander@hillcenter.org
2332514.16314213,177312.305346474,418,New Hanover,Hill School of Wilmington,3333 Jaeckle Drive  Suite 140,Wilmington,NC,28403,https://www.hillschoolofwilmington.org,mailto:director@hillschoolofwilmington.org
2291491.13888913,448140.831929818,419,Duplin,Higher Learning,987 NC 50 & 24,warsaw,NC,28398,,mailto:higherlearning2024@yahoo.com
1946763.73123246,388535.464592233,420,Robeson,Highlander Academy,200 North College Street,Red Springs,NC,28377,https://www.highlanderacademy.com,mailto:office@highlanderacademyprep.org
1973019.93626589,850451.993185148,421,Orange,Hillsborough Christian Academy,121 Orange High School Road,Hillsborough,NC,27278,https://www.hillsboroughchristian.org,mailto:bturner@hillsboroughchristian.org
1484715.69568472,539866.583189234,422,Mecklenburg,Hickory Grove Christian School,7200 E. WT Harris Blvd,Charlotte,NC,28215,https://www.hgchristian.org,mailto:jimmiequesinberry@hgchristian.org
1976267.05214697,764833.125053138,423,Chatham,Holy Youth Christian Academy,287 Old Lystra Road,Chapel Hill,NC,27517,https://www.holyyouthchristianacademy.org/,mailto:info@holyyouthacademy.com
2082587.46286531,683241.442108229,424,Wake,Hilltop Christian School,10212 Fayetteville Road,Fuquay-Varina,NC,27526,https://www.hilltopchurch.com,mailto:andreahamilton@hilltopchristianschool.com
2208079.84311363,63918.5764257312,425,Brunswick,Holden Beach Christian Acad.,2428 Seashore Rd.,Supply,NC,28462,https://www.hbca.weebly.com,mailto:hbca1234@gmail.com
2082214.29267989,330745.908583641,426,Bladen,Homestead Christian School,34 Third Street,Dublin,NC,28332,https://homesteadchristianschool.com/,mailto:Homesteadchristianschoolhar@gmail.com
1446011.66285673,528518.565530971,427,Mecklenburg,Holy Trinity Catholic Middle School,3100 Park Road,Charlotte,NC,28209,https://www.htcms.org,mailto:kparks@htcms.net
1469880.66564356,483870.811650813,428,Mecklenburg,Hope Collegiate Academy,,,NC,N/A,https://www.oewhope.org,mailto:lori@oewHOPE.org
1491401.77581647,590562.211128473,429,Cabarrus,Hope Academy,7655 Bruton Smith Blvd.,Concord,NC,28027,https://www.hopek12.com,mailto:courtney@hopek12.com
2003920.78424098,815275.816490397,430,Durham,Hope Creek Academy,4723 Erwin Road,Durham,NC,27705,https://www.hopecreekacademy.org,mailto:admin@hopecreek.net
1759149.18290588,838906.008403137,431,Guilford,Hope Academy,1403 W Florida Street,Greensboro,NC,27403,hopegso.org,mailto:mneese@hopeacademygso.org
1922941.78314155,450775.233485147,432,Hoke,Hope Gardens Treatment Center,1958 Turnpike Road,Raeford,NC,28376,https://www.ncprtf.com,mailto:mmcneil@ncprtf.com
2721175.74999064,694878.325002387,433,Hyde,Hope Mennonite School,680 Mainstem Rd,Pantego,NC,27860,,mailto:mrbford1@gmail.com
1708659.51682505,859982.699845478,434,Guilford,Ibn Sina Islamic Academy,1203 Frances Daily Ct,Colfax,NC,27235,https://www.icttrs.org/,mailto:miashqer@icttrs.org
1433630.6603878,694247.803953722,435,Iredell,Hope Christian Academy,872 Fern Hill Rd.,mooresville,NC,28117,hcamooresville.com,mailto:paigeglascock@hcamooresville.com
1448821.58079331,493792.732095644,436,Mecklenburg,Ignite Achievement Academy,6203 Carmel Road,Charlotte,NC,28226,https://www.igniteachievementacademy.com,mailto:info@igniteachievementacademy.com
2412836.07631689,566700.325125307,437,Lenoir,Hope Preparatory School,2600 Rouse Road,Kinston,NC,28504,https://www.hopeprepschool.org,mailto:info@hopeprepschool.org
1435801.38242431,493932.475254476,438,Mecklenburg,ILIM SCHOOL,601 N Polk St suite L,Pineville,NC,28134,https://www.ilimschool.com,mailto:info@ilimschool.com
938116.142560557,618915.468726307,439,Henderson,Imago Dei Classical Academy,2035 Jeffress Rd,Mills River,NC,28759,https://www.idcanc.com,mailto:idcacademync@gmail.com
966854.33245939,589202.040292397,440,Henderson,Immaculata Catholic School,711 Buncombe Street,Hendersonville,NC,28791,https://www.immac.org,mailto:mbeale@immac.org
1266975.72663797,727942.35795556,441,Burke,Imago Dei Foothills Academy,2178 US 70,Connelly Springs,NC,28612,https://www.imagodeifoothillsacademy.org,mailto:tbeck3915@gmail.com
2025525.97823521,818176.252290562,442,Durham,Immaculata Catholic School,721 Burch Ave,Durham,NC,27701,https://www.immaculataschool.org,mailto:provostm@icdurham.org
1698350.6486633,833118.297865734,443,Guilford,Immaculate Heart of Mary Cath Sch,4145 Johnson Street,High Point,NC,27265,https://www.ihm-school.com,mailto:mleonard@ihm-school.com
1766149.5544038,872642.586599141,444,Guilford,Impact Journey School,4705 N Church Street,Greensboro,NC,27455,https://www.impactjourneyschool.org,mailto:admin@impactjourneyschool.org
1806176.04423255,948961.50253056,445,Rockingham,Increase Learning Center,605 Montgomery Street,Reidsville,NC,27320,,mailto:assemblyministry@bellsouth.net
1590498.48674339,839005.621064812,446,Forsyth,Impact Preparatory Christian Academy,2101 Lewisvillle Clemmons Rd,Clemmons,NC,27012,https://www.impactprepca.com,mailto:pastordossie@agapefaith.com
1778069.49020955,564952.661953971,447,Montgomery,Infinite Minds Academy,403 N Bruton Dr,Candor,NC,27229,,mailto:infinitemindsacademy@outlook.com
2472310.02462597,369194.065939143,448,Onslow,Infant of Prague Catholic School,501 Bordeaux street,Jacksonville,NC,28540,https://www.iopschool.net,mailto:iop@iopschool.net
1463907.49287863,580367.411964312,449,Mecklenburg,Ignite Achievement Academy,3835 W W.T.Harris Blvd,Charlotte,NC,28075,https://www.igniteachievementacademy.com,mailto:kvansande@igniteachievementacademy.com
2918861.0914958,922472.340613976,450,Currituck,Independent Compass,6387 Caratoke Hwy,Grandy,NC,27939,,mailto:independentcompass.nc@gmail.com
2017330.79252589,808154.980666474,451,Durham,International Montessori School,3001 Academy Rd. Suite 300,Durham,NC,27707,https://www.imsnc.org,mailto:office@imsnc.org
1477313.75281148,543239.426837221,452,Mecklenburg,Intellicor International Academy,4301 Shamrock Drive,Charlotte,NC,28215,https://www.IntellicorAcademy.org,mailto:principal@intellicoracademy.org
2384358.8337308,874056.189086899,453,Edgecombe,IPREACH CAMPUS,281 Bricks Lane,Whitakers,NC,27891,https://www.ipreachcampus.online/,mailto:support@theelderhub.com
2021312.39972013,815263.630163059,454,Durham,Insight Colearning Center,2020 Chapel Hill Road  Suite 33,Durham,NC,27707,https://www.insightcolearning.org,mailto:susan@insightcolearning.org
1832399.47538139,531273.017371148,455,Moore,Jackson Springs Treatment Facility,778 Hoffman Road,West End,NC,27376,https://www.ncprtf.com,mailto:hcameron@ncprtf.com
2088344.32471114,756304.222491562,456,Wake,Iron Academy,3510 Edwards Mill Rd.,Raleigh,NC,27612,https://www.ironacademy.org,mailto:hahn@ironacademy.org
2925387.23165873,906871.307511643,457,Currituck,Jarvisburg Christian Academy II,121 Forbes Road,Jarvisburg,NC,27947,https://www.jarvisburgchristianacademy.info,mailto:jca.board.of.directors@gmail.com
2333968.30688739,141587.202256143,458,New Hanover,Innovative Academy,5654 Carolina Beach Road,Wilmington,NC,28412,,mailto:innovativeacademy333@gmail.com
1768940.26043655,845861.679859221,459,Guilford,Jesus Reigns STEMSSORI Academy,802 E. Market Street,Greensboro,NC,27401,https://jesus-reigns-stemssori-academy.ueniweb.com,mailto:jesusreignsstemssori@gmail.com
2492845.48946047,670033.007895231,460,Pitt,John Paul II Catholic High School,2725 E. 14th Street,Greenville,NC,27858,https://www.jp2highschool.com,mailto:kstanley@jp2highschool.com
1997508.86596248,729980.456569642,461,Chatham,Jordan Lakes School of the Arts,1434 Farrington Road,Apex,NC,27523,https://www.jordanlakesa.com,mailto:bakuklinski@msn.com
1376572.68264046,591362.923109725,462,Gaston,Judah Christian Academy,299 S. Peterson Street,Stanley,NC,28164,https://www.judahchristianacademy.com,mailto:JMayberry7@live.com
2000885.51570521,456970.724703059,463,Cumberland,JCW Thrive,5948 Fisher Rd,Fayetteville,NC,28303,,mailto:jcwtutoringedu@yahoo.com
744989.093447968,621359.622958735,464,Jackson,Journeys School,414 Skyland Drive,Sylva,NC,28779,,mailto:bhudak@journeysGT.org
1693232.46762672,808077.536267564,465,Guilford,Kensington Christian Academy,1207 Kensington Drive,High Point,NC,27262,,mailto:info@hpfwc.com
1346994.28871338,556721.176448479,466,Gaston,Kairos Classical Christian,317 S Chester St,Gastonia,NC,28052,,mailto:jwhite@kairoschristian.org
1850447.47504647,848927.10679923,467,Alamance,KaiYros Prep Academy,3253 S Church Street,Burlington,NC,27215,,mailto:stephandellielove@gmail.com
1453980.37821847,537127.636567399,468,Mecklenburg,Kent Academy,125 Baldwin Ave  Suite 200,Charlotte,NC,28204,https://www.kentacademycharlotte.com,mailto:epayton@kentacademycharlotte.com
2161417.35605823,926027.390590474,469,Vance,Kerr-Vance Academy,700 Vance Academy Road,Henderson,NC,27537,https://www.kerrvance.com,mailto:phillery@kerrvance.com
1444093.4248953,531496.365677729,470,Mecklenburg,Keystone Montessori School,2830 Dorchester Place,Charlotte,NC,28209,https://www.keystonemontessorischool.org,mailto:allyson@keystonemontessorischool.org
1458601.07009256,470890.622388139,471,Mecklenburg,Kiddie Academy of Charlotte,9310 Blakeney Center Drive,Charlotte,NC,28277,https://www.kiddieacademy.com,mailto:kablakeneydirector@gmail.com
2010837.89835948,461440.35257481,472,Cumberland,Kid Stars Rising Christian Learning Academy,2122 HOPE MILLS ROAD,Fayetteville,NC,28304,https://www.kidstarsrisingacademy.com,mailto:kidstarsrising@gmail.com
1458325.79931764,470276.482212231,473,Mecklenburg,Kids R Kids School,6250 Blakeney Park Drive,Charlotte,NC,28277,https://www.kidsrkidsblakeney.com,mailto:sarita@kidsrkidsblakeney.com
1504594.21662314,608156.888537481,474,Cabarrus,Kids R Kids NC 13,320 Coddle Market Dr. NW,Concord,NC,28027,,mailto:kunal@krkconcord.com
2151121.1545378,696806.315897062,475,Johnston,Kids R Kids School - Clayton,307 Tew Ct,Clayton,NC,27520,https://www.kidsrkidsclayton.com,mailto:krkadmin@kidsrkidsclayton.com
1648861.20466338,980979.619596556,476,Stokes,King Family Ministries Sch.,1090 Damascus Rd,Danbury,NC,27016,,mailto:tammyk100@gmail.com
1524386.67769431,609103.073324889,477,Cabarrus,Kingdom Christian Academy,310 Kerr Street NW,Concord,NC,28025,https://www.tda-concord.com,mailto:dwise@impactci.org
2326509.34805205,723278.875812724,478,Wilson,Kiley Global Christian Academy,4241 Ward Blvd.,Wilson,NC,27893,,mailto:kgca4531@gmail.com
1527267.78643338,605122.365407065,479,Cabarrus,Kingdom Kids Empowerment Acad,266 Young Ave SW,Concord,NC,28025,https://www.Www.kkempoweracademy.com,mailto:ceo.kingdomkidscc@gmail.com
1706297.63769056,808569.777080983,480,Guilford,King's Palace Learning Center,500 Saunders Place,High Point,NC,27260,,mailto:bttaylor5419@gmail.com
