"year","month","state","handgun_unadjusted","long_gun_unadjusted","total_unadjusted","handgun_adjusted","long_gun_adjusted","total_adjusted"
2000,"07","Alaska",1252,2422,3674,1238,2597,3836
2002,"07","Alaska",959,1738,2697,939,1863,2802
2006,"07","Alaska",1724,2182,3906,1745,2401,4146
2025,"07","Alaska",3284,2698,5982,3471,3023,6494
2018,"07","Alaska",2830,2615,5445,2948,3019,5967
2008,"07","Alaska",1799,2482,4280,1926,2835,4760
2010,"07","Alaska",2560,2738,5298,2853,3250,6103
2024,"07","Alaska",3083,2647,5730,3234,2962,6196
2005,"07","Alaska",1598,2089,3687,1579,2271,3849
2019,"07","Alaska",2555,2519,5074,2632,2891,5523
2021,"07","Alaska",3502,3036,6538,3582,3439,7021
2014,"07","Alaska",2965,2963,5928,3375,3634,7010
2023,"07","Alaska",3134,2589,5723,3248,2893,6141
2016,"07","Alaska",3369,3279,6648,3658,3887,7545
2012,"07","Alaska",2973,3174,6147,3406,3917,7323
2017,"07","Alaska",3400,2902,6302,3615,3386,7000
2004,"07","Alaska",1366,1981,3347,1335,2138,3474
2015,"07","Alaska",3160,2863,6024,3528,3454,6982
2012,"08","Alaska",3389,4293,7682,3631,3842,7473
2005,"08","Alaska",1665,3028,4694,1603,2374,3977
2000,"08","Alaska",1157,3152,4309,1099,2430,3529
2011,"08","Alaska",2575,3827,6402,2762,3433,6195
2018,"08","Alaska",3051,3562,6613,3171,3071,6242
2023,"08","Alaska",3021,3142,6162,3121,2747,5868
2020,"08","Alaska",4776,4804,9580,4845,4185,9030
2006,"08","Alaska",1663,3092,4755,1640,2486,4127
2010,"08","Alaska",2311,3598,5909,2471,3208,5678
2008,"08","Alaska",2050,3379,5430,2125,2882,5008
2022,"08","Alaska",3776,3534,7311,3884,3104,6989
2025,"08","Alaska",3392,3638,7030,3527,3119,6647
2014,"08","Alaska",3469,4491,7961,3734,3972,7707
2019,"08","Alaska",3099,3697,6796,3158,3193,6351
2002,"08","Alaska",1137,2568,3706,1070,1973,3043
2024,"08","Alaska",3233,3534,6767,3360,3063,6423
2004,"08","Alaska",1318,2706,4024,1245,2085,3330
2021,"08","Alaska",3358,3728,7086,3419,3267,6685
2016,"08","Alaska",3220,4055,7274,3455,3530,6984
2003,"08","Alaska",1240,2620,3860,1166,2010,3175
2007,"08","Alaska",1761,3097,4858,1785,2566,4351
2013,"08","Alaska",3213,4406,7619,3447,3923,7370
2001,"08","Alaska",1267,3111,4378,1201,2399,3600
2009,"08","Alaska",2086,3114,5200,2208,2731,4939
2015,"08","Alaska",3004,3961,6965,3239,3476,6715
2017,"08","Alaska",3124,3609,6733,3307,3120,6427
2013,"09","Alaska",2537,3550,6086,3204,3623,6826
2023,"09","Alaska",2889,3014,5903,3302,2919,6221
2007,"09","Alaska",1356,2552,3908,1644,2377,4022
2011,"09","Alaska",2300,3454,5754,2855,3470,6325
2006,"09","Alaska",1394,2694,4088,1661,2451,4112
2008,"09","Alaska",2690,4662,7351,3285,4433,7718
2019,"09","Alaska",2702,3241,5942,3229,3158,6387
2021,"09","Alaska",2937,3594,6531,3450,3507,6957
2022,"09","Alaska",4472,4503,8975,5183,4371,9554
2016,"09","Alaska",3119,3638,6756,3824,3582,7406
2018,"09","Alaska",2497,2991,5488,3005,2913,5918
2012,"09","Alaska",2737,3609,6346,3429,3667,7096
2014,"09","Alaska",2845,3787,6632,3569,3834,7403
2025,"09","Alaska",3298,3289,6587,3692,3173,6865
2020,"09","Alaska",3824,3887,7711,4538,3784,8323
2017,"09","Alaska",2728,3399,6127,3312,3327,6639
2000,"09","Alaska",1093,2901,3994,1189,2481,3670
2002,"09","Alaska",875,2099,2973,956,1801,2757
2010,"09","Alaska",2081,3262,5343,2561,3221,5783
2001,"09","Alaska",1340,2939,4279,1459,2514,3972
2015,"09","Alaska",2698,3516,6214,3351,3513,6864
2005,"09","Alaska",1402,2599,4002,1640,2320,3960
2024,"09","Alaska",2940,3016,5956,3318,2909,6227
2009,"09","Alaska",1983,3042,5025,2438,2950,5389
2003,"09","Alaska",1010,2112,3122,1123,1829,2952
2004,"09","Alaska",1168,2511,3680,1328,2202,3530
2007,"10","Alaska",1890,3198,5088,1676,2519,4195
2013,"10","Alaska",3620,4695,8315,2910,3523,6433
2011,"10","Alaska",3420,4413,7833,2872,3385,6257
2025,"10","Alaska",4028,3483,7511,3575,2862,6438
2012,"10","Alaska",4070,4683,8753,3333,3554,6888
2006,"10","Alaska",1726,2786,4512,1499,2185,3684
2009,"10","Alaska",2844,4044,6887,2498,3144,5642
2014,"10","Alaska",4716,5166,9881,3756,3842,7598
2016,"10","Alaska",4598,4645,9243,3704,3460,7165
2018,"10","Alaska",3652,3884,7536,3084,2979,6063
2024,"10","Alaska",3754,3633,7388,3353,2968,6321
2019,"10","Alaska",3967,4193,8160,3441,3274,6715
2022,"10","Alaska",3938,3935,7873,3551,3164,6715
2010,"10","Alaska",2852,4078,6930,2451,3146,5597
2017,"10","Alaska",3731,4079,7810,3063,3071,6134
2008,"10","Alaska",2398,4044,6442,2131,3169,5299
2001,"10","Alaska",2125,3876,6002,1502,2506,4008
2000,"10","Alaska",1891,3955,5845,1318,2512,3830
2005,"10","Alaska",1928,2965,4893,1615,2275,3890
2021,"10","Alaska",3846,3824,7669,3445,3040,6485
2004,"10","Alaska",1647,2761,4408,1315,2035,3349
2003,"10","Alaska",1411,2573,3984,1070,1803,2873
2020,"10","Alaska",3737,3738,7474,3303,2946,6249
2015,"10","Alaska",4771,5208,9979,3807,3871,7678
2023,"10","Alaska",3678,3747,7425,3315,3043,6358
2002,"10","Alaska",1455,3061,4517,1060,2048,3108
2024,"11","Alaska",3600,3563,7163,3457,3151,6608
2005,"11","Alaska",1358,2262,3620,1575,2362,3937
2020,"11","Alaska",4152,4597,8749,4014,4003,8017
2018,"11","Alaska",3194,3326,6521,3018,2879,5896
2014,"11","Alaska",3587,4413,8000,3570,3879,7449
2000,"11","Alaska",1094,2180,3275,1248,2323,3570
2012,"11","Alaska",3697,4848,8545,4010,4547,8557
2016,"11","Alaska",4010,4695,8704,3778,4038,7816
2002,"11","Alaska",906,1970,2876,1050,2097,3148
2019,"11","Alaska",3589,3564,7153,3436,3094,6530
2006,"11","Alaska",1528,2299,3827,1746,2374,4120
2001,"11","Alaska",1155,2461,3616,1325,2625,3950
2008,"11","Alaska",3642,5274,8917,4134,5341,9475
2017,"11","Alaska",3694,3817,7511,3473,3294,6767
2022,"11","Alaska",3792,3471,7262,3667,3032,6699
2021,"11","Alaska",3747,3841,7588,3640,3348,6988
2023,"11","Alaska",3400,3281,6681,3275,2881,6156
2009,"11","Alaska",2033,2948,4981,2317,2963,5280
2003,"11","Alaska",880,1675,2555,1029,1776,2804
2004,"11","Alaska",1129,2027,3156,1321,2136,3457
2025,"11","Alaska",3538,3190,6728,3400,2827,6227
2007,"11","Alaska",1691,2666,4357,1916,2722,4638
2015,"11","Alaska",3571,3732,7303,3432,3222,6655
2011,"11","Alaska",2358,3199,5557,2636,3098,5733
2013,"11","Alaska",2919,4030,6950,3041,3653,6694
2010,"11","Alaska",2089,3181,5270,2371,3154,5526
2000,"12","Alaska",1286,3148,4434,1267,2493,3761
2014,"12","Alaska",4907,4830,9737,3778,3615,7392
2006,"12","Alaska",2279,3256,5535,1915,2451,4366
2018,"12","Alaska",3422,3776,7198,2889,3066,5955
2022,"12","Alaska",3770,3322,7092,3413,2867,6280
2019,"12","Alaska",4037,3625,7662,3563,3034,6597
2023,"12","Alaska",3768,3453,7220,3394,2952,6345
2007,"12","Alaska",2558,3665,6223,2090,2722,4811
2008,"12","Alaska",3281,4474,7755,2658,3309,5967
2001,"12","Alaska",1111,2714,3825,1094,2156,3250
2020,"12","Alaska",4280,4460,8741,3867,3814,7681
2010,"12","Alaska",2969,4506,7474,2420,3345,5765
2017,"12","Alaska",4234,4068,8302,3428,3207,6635
2024,"12","Alaska",3974,3671,7645,3550,3093,6643
2025,"12","Alaska",3741,3576,7317,3334,2982,6316
2015,"12","Alaska",6027,5337,11364,4626,4036,8663
2009,"12","Alaska",2508,3849,6357,2032,2844,4876
2021,"12","Alaska",4035,3780,7814,3685,3269,6954
2011,"12","Alaska",3292,4243,7535,2674,3156,5830
2004,"12","Alaska",1392,2693,4084,1272,2099,3371
2003,"12","Alaska",1116,2258,3375,1059,1783,2842
2013,"12","Alaska",3565,4696,8261,2793,3493,6286
2005,"12","Alaska",1899,3193,5092,1659,2439,4097
2016,"12","Alaska",4706,4278,8984,3675,3291,6966
2002,"12","Alaska",1182,2619,3802,1153,2085,3238
2012,"12","Alaska",6089,7326,13415,4889,5454,10343
2002,"01","Arizona",5612,5743,11355,5595,6342,11936
2006,"01","Arizona",7154,6992,14146,7036,7528,14564
2017,"01","Arizona",13924,8693,22617,14263,9844,24108
2007,"01","Arizona",7143,6372,13516,6996,6788,13783
2015,"01","Arizona",12205,8050,20254,12272,8803,21075
2014,"01","Arizona",11295,8327,19622,11138,8855,19993
2022,"01","Arizona",21220,10574,31794,20974,11462,32436
2026,"01","Arizona",20846,10767,31613,20408,10635,31043
2021,"01","Arizona",34244,17848,52092,33877,19751,53628
2012,"01","Arizona",10990,8129,19119,10510,8352,18862
2013,"01","Arizona",22236,15346,37583,21583,16010,37592
2020,"01","Arizona",17763,8920,26683,17651,10021,27672
2008,"01","Arizona",7129,6014,13143,6922,6322,13244
2019,"01","Arizona",13624,8294,21918,13664,9402,23066
2003,"01","Arizona",4646,4728,9374,4606,5188,9795
2024,"01","Arizona",21120,11970,33090,20920,12320,33241
2010,"01","Arizona",7439,6008,13448,7084,6167,13251
2018,"01","Arizona",13409,8275,21684,13607,9382,22988
2004,"01","Arizona",5425,5634,11059,5359,6147,11506
2009,"01","Arizona",9754,7926,17679,9385,8237,17622
2025,"01","Arizona",21138,11653,32791,20857,11693,32550
2001,"01","Arizona",5874,5532,11406,5898,6134,12032
2016,"01","Arizona",17952,9996,27948,18307,11175,29483
2005,"01","Arizona",6193,5784,11977,6108,6279,12387
2000,"01","Arizona",6596,5497,12092,6652,6106,12758
2023,"01","Arizona",20615,10199,30814,20433,10799,31232
2011,"01","Arizona",10639,7091,17730,10124,7253,17378
2000,"02","Arizona",7624,6130,13754,6524,6138,12662
2012,"02","Arizona",16236,10601,26837,12120,9505,21625
2016,"02","Arizona",19444,10602,30045,15581,9784,25365
2009,"02","Arizona",10696,8216,18912,8234,7615,15849
2014,"02","Arizona",15288,9947,25235,11671,8979,20650
2013,"02","Arizona",18822,13160,31983,14137,11793,25930
2018,"02","Arizona",17490,10991,28481,14608,10432,25040
2023,"02","Arizona",21701,10828,32529,20153,10836,30989
2003,"02","Arizona",5960,5338,11298,4985,5278,10263
2026,"02","Arizona",21749,10568,32317,20437,10583,31020
2002,"02","Arizona",6457,6203,12660,5440,6159,11600
2008,"02","Arizona",8853,6962,15815,6972,6581,13553
2025,"02","Arizona",20871,10676,31547,19661,10687,30349
2004,"02","Arizona",6327,5885,12212,5240,5790,11030
2007,"02","Arizona",8775,6926,15700,7042,6641,13683
2010,"02","Arizona",9585,7367,16952,7241,6720,13961
2006,"02","Arizona",8576,7558,16134,6968,7329,14297
2015,"02","Arizona",16091,9777,25868,12565,8903,21469
2021,"02","Arizona",23808,12216,36024,21201,12057,33257
2024,"02","Arizona",22726,12284,35010,21374,12339,33713
2022,"02","Arizona",23433,12197,35630,21324,12175,33499
2017,"02","Arizona",18109,10672,28782,14835,9965,24801
2001,"02","Arizona",6884,6112,12995,5859,6102,11961
2011,"02","Arizona",13565,8160,21725,10136,7353,17488
2020,"02","Arizona",20054,10338,30392,17475,10114,27589
2019,"02","Arizona",16402,8924,25326,13988,8585,22573
2005,"02","Arizona",7539,6505,14045,6198,6359,12556
2020,"03","Arizona",56345,26611,82956,44127,21850,65977
2009,"03","Arizona",10840,8403,19243,9204,8024,17228
2014,"03","Arizona",14644,9731,24375,12103,8890,20994
2016,"03","Arizona",16501,9373,25874,13596,8390,21986
2019,"03","Arizona",18634,10388,29022,14631,8608,23239
2002,"03","Arizona",6328,5933,12262,5508,6129,11637
2008,"03","Arizona",8030,6306,14336,6938,6224,13162
2010,"03","Arizona",8572,6724,15297,7154,6241,13394
2011,"03","Arizona",12975,8540,21515,10705,7796,18501
2006,"03","Arizona",8228,7261,15489,7277,7522,14799
2022,"03","Arizona",29376,14972,44348,23653,12570,36223
2000,"03","Arizona",7800,5988,13788,6718,6176,12894
2012,"03","Arizona",15484,10678,26161,12702,9700,22402
2004,"03","Arizona",5740,5465,11205,5079,5688,10767
2023,"03","Arizona",24408,12811,37218,20055,11033,31088
2018,"03","Arizona",19705,12687,32393,15742,10795,26538
2021,"03","Arizona",37932,18715,56648,29894,15381,45275
2025,"03","Arizona",23055,11204,34258,19580,10177,29757
2001,"03","Arizona",6718,5832,12550,5804,6013,11817
2003,"03","Arizona",5406,5316,10723,4751,5514,10265
2017,"03","Arizona",17198,10751,27950,13926,9364,23290
2007,"03","Arizona",7927,6271,14198,6963,6382,13345
2024,"03","Arizona",24815,13109,37924,20809,11645,32454
2015,"03","Arizona",14629,9436,24065,12111,8557,20668
2005,"03","Arizona",6886,5921,12807,6115,6177,12292
2013,"03","Arizona",16471,12419,28890,13514,11298,24812
2021,"04","Arizona",32090,14947,47037,31825,16006,47831
2006,"04","Arizona",7920,6608,14528,7350,7552,14902
2009,"04","Arizona",10447,7718,18164,9630,8395,18026
2016,"04","Arizona",14986,8598,23584,14987,9797,24784
2025,"04","Arizona",20142,9588,29730,20015,10249,30264
2012,"04","Arizona",12195,8155,20350,11675,8856,20531
2013,"04","Arizona",13530,10094,23624,13229,11169,24398
2008,"04","Arizona",7513,5752,13265,6916,6363,13279
2007,"04","Arizona",7684,5560,13244,7093,6257,13350
2015,"04","Arizona",12855,7577,20431,12868,8630,21498
2014,"04","Arizona",11794,8007,19801,11710,9006,20716
2023,"04","Arizona",21150,11292,32441,20929,11934,32863
2002,"04","Arizona",5660,4968,10627,5486,5930,11416
2004,"04","Arizona",5614,5042,10657,5305,5911,11216
2019,"04","Arizona",15088,8229,23317,15030,9127,24157
2020,"04","Arizona",40163,17890,58054,39791,19432,59222
2011,"04","Arizona",10769,7414,18183,10133,7971,18104
2022,"04","Arizona",24069,11608,35677,23802,12271,36073
2010,"04","Arizona",8906,5947,14852,8274,6396,14670
2003,"04","Arizona",4838,4398,9236,4631,5200,9831
2018,"04","Arizona",14878,8593,23471,14841,9655,24496
2024,"04","Arizona",20809,11010,31819,20586,11659,32245
2005,"04","Arizona",6762,5576,12338,6317,6459,12775
2000,"04","Arizona",6690,5214,11904,6574,6284,12858
2017,"04","Arizona",15356,8957,24313,15382,10187,25569
2001,"04","Arizona",5693,5039,10732,5565,6053,11618
2012,"05","Arizona",10745,7183,17928,11942,8983,20925
2013,"05","Arizona",10920,8485,19405,12248,10729,22978
2002,"05","Arizona",5551,4914,10464,5811,6222,12033
2022,"05","Arizona",21475,10244,31720,23729,12199,35928
2019,"05","Arizona",13962,7382,21344,15641,9145,24787
2025,"05","Arizona",19021,8734,27755,20366,10473,30839
2006,"05","Arizona",6481,5472,11954,6822,6920,13742
2009,"05","Arizona",8244,6307,14552,8658,7718,16376
2017,"05","Arizona",13885,7894,21779,15241,9946,25187
2005,"05","Arizona",5644,4881,10525,5922,6179,12101
2003,"05","Arizona",4457,4283,8741,4653,5407,10061
2007,"05","Arizona",6663,5136,11799,6973,6414,13387
2014,"05","Arizona",10502,7150,17652,11746,9078,20824
2018,"05","Arizona",13031,7582,20613,14398,9474,23872
2020,"05","Arizona",33540,15110,48650,37639,18382,56022
2021,"05","Arizona",24193,11296,35489,27105,13614,40719
2004,"05","Arizona",5025,4678,9703,5256,5916,11172
2023,"05","Arizona",19395,9988,29383,21176,11885,33061
2008,"05","Arizona",7494,5786,13280,7832,7137,14969
2015,"05","Arizona",12372,7175,19547,13707,9101,22808
2024,"05","Arizona",19654,9733,29386,21153,11575,32729
2001,"05","Arizona",5350,4711,10062,5614,5985,11599
2010,"05","Arizona",8304,5535,13839,8873,6791,15664
2011,"05","Arizona",8988,6139,15127,9800,7591,17391
2000,"05","Arizona",5882,4699,10581,6180,5988,12168
2016,"05","Arizona",12675,7775,20450,13891,9802,23693
2007,"06","Arizona",6551,5326,11877,7705,6851,14556
2025,"06","Arizona",18247,9324,27570,19889,10714,30603
2012,"06","Arizona",10253,7204,17457,12645,9676,22321
2008,"06","Arizona",6270,4983,11253,7384,6354,13738
2000,"06","Arizona",5864,4822,10686,6694,6274,12968
2006,"06","Arizona",5946,5391,11337,7025,7021,14045
2011,"06","Arizona",8286,5761,14047,10147,7610,17758
2004,"06","Arizona",4457,4414,8872,5306,5854,11159
2018,"06","Arizona",12506,7204,19710,14187,8888,23076
2020,"06","Arizona",51930,20004,71933,58133,23959,82092
2023,"06","Arizona",19231,9779,29010,21049,11291,32340
2017,"06","Arizona",13324,8065,21390,15267,10113,25379
2016,"06","Arizona",14990,10229,25219,17474,13077,30551
2009,"06","Arizona",6937,5870,12806,8244,7498,15743
2001,"06","Arizona",5084,5027,10111,5835,6553,12388
2014,"06","Arizona",9859,6547,16406,11903,8710,20613
2015,"06","Arizona",11078,6885,17963,13124,8980,22104
2024,"06","Arizona",18994,9957,28951,20751,11440,32190
2002,"06","Arizona",4704,4299,9002,5469,5632,11101
2003,"06","Arizona",3818,4067,7885,4497,5379,9877
2010,"06","Arizona",7016,5190,12206,8457,6718,15175
2022,"06","Arizona",25484,13388,38872,28034,15582,43616
2013,"06","Arizona",9995,7461,17456,12265,10048,22313
2021,"06","Arizona",22568,10897,33464,24996,12863,37859
2005,"06","Arizona",5276,4839,10114,6271,6393,12664
2019,"06","Arizona",13234,7246,20480,14891,8816,23708
2002,"07","Arizona",4825,4752,9577,5315,5926,11241
2025,"07","Arizona",17304,8702,26006,19895,10432,30327
2017,"07","Arizona",11812,7598,19410,14265,9416,23682
2021,"07","Arizona",22887,11295,34181,26253,13041,39294
2024,"07","Arizona",18405,10296,28701,21051,12243,33295
2015,"07","Arizona",11783,7220,19004,14325,9287,23612
2023,"07","Arizona",17210,8569,25778,19570,10016,29586
2011,"07","Arizona",8455,5848,14302,10158,7859,18017
2012,"07","Arizona",11139,7447,18586,13502,10016,23518
2014,"07","Arizona",9536,6669,16205,11605,8730,20334
2022,"07","Arizona",22582,11106,33688,25741,12880,38621
2020,"07","Arizona",37297,16750,54046,43436,19577,63013
2018,"07","Arizona",11862,7113,18975,14231,8643,22874
2008,"07","Arizona",6392,4960,11352,7365,6417,13782
2009,"07","Arizona",6366,5081,11447,7425,6656,14082
2003,"07","Arizona",4138,4216,8354,4576,5281,9857
2013,"07","Arizona",9718,7373,17092,11805,9795,21601
2010,"07","Arizona",7945,5164,13110,9427,6872,16299
2004,"07","Arizona",4825,4654,9479,5367,5859,11226
2006,"07","Arizona",7235,5990,13224,8159,7614,15773
2005,"07","Arizona",5863,5313,11176,6550,6709,13259
2000,"07","Arizona",5661,5093,10754,6185,6291,12475
2019,"07","Arizona",12822,7311,20132,15169,8667,23836
2001,"07","Arizona",4959,4986,9945,5433,6183,11616
2007,"07","Arizona",6232,5349,11581,7081,6845,13926
2016,"07","Arizona",15769,10214,25982,19129,12937,32066
2013,"08","Arizona",11343,9812,21155,12781,10400,23181
2015,"08","Arizona",11575,8410,19985,13198,8908,22105
2018,"08","Arizona",12679,8448,21127,14556,8786,23342
2017,"08","Arizona",12640,9144,21784,14535,9589,24124
2007,"08","Arizona",6470,7316,13786,7334,7201,14535
2001,"08","Arizona",5299,6697,11996,5778,6391,12169
2022,"08","Arizona",22350,11597,33947,25317,12235,37551
2009,"08","Arizona",6372,5987,12360,7310,6114,13424
2025,"08","Arizona",17791,9615,27406,20013,10295,30308
2016,"08","Arizona",13955,10140,24094,16009,10678,26687
2002,"08","Arizona",4960,6542,11502,5446,6293,11738
2010,"08","Arizona",8394,6504,14898,9589,6768,16357
2000,"08","Arizona",5645,6661,12306,6121,6327,12449
2024,"08","Arizona",19262,11746,31008,21682,12550,34232
2012,"08","Arizona",12487,9516,22003,14049,10047,24096
2011,"08","Arizona",8877,7548,16425,10051,7952,18003
2020,"08","Arizona",30460,16267,46727,34666,16835,51501
2019,"08","Arizona",16815,10224,27039,19178,10573,29751
2004,"08","Arizona",4783,5905,10688,5308,5725,11033
2005,"08","Arizona",6216,6969,13185,6947,6770,13716
2021,"08","Arizona",21630,12278,33909,24532,12809,37342
2003,"08","Arizona",4213,6355,10568,4656,6151,10807
2006,"08","Arizona",7601,8051,15652,8550,7853,16404
2023,"08","Arizona",16859,9824,26683,18990,10438,29428
2008,"08","Arizona",6298,6360,12658,7181,6346,13527
2014,"08","Arizona",10658,8425,19083,12084,8924,21008
2014,"09","Arizona",10130,8768,18898,12018,9155,21172
2015,"09","Arizona",11988,8854,20842,14151,9216,23367
2000,"09","Arizona",5674,7018,12692,5817,6362,12179
2022,"09","Arizona",20427,11156,31583,23900,11688,35588
2010,"09","Arizona",8390,6588,14978,9725,6943,16669
2012,"09","Arizona",11191,9086,20277,13224,9571,22795
2017,"09","Arizona",12863,9435,22298,14984,9774,24757
2006,"09","Arizona",7321,7862,15182,7874,7660,15534
2013,"09","Arizona",9746,8829,18575,11578,9255,20832
2002,"09","Arizona",4216,5525,9742,4344,5060,9403
2019,"09","Arizona",14324,9378,23702,16610,9689,26299
2025,"09","Arizona",18461,9621,28082,21736,10257,31993
2008,"09","Arizona",6147,6234,12380,6868,6375,13243
2004,"09","Arizona",5282,6522,11804,5508,6100,11607
2018,"09","Arizona",12047,8021,20068,13983,8293,22277
2007,"09","Arizona",6295,6636,12932,6900,6628,13528
2005,"09","Arizona",6680,7640,14320,7062,7278,14339
2021,"09","Arizona",21330,12608,33938,24853,13114,37966
2023,"09","Arizona",16862,10087,26949,19791,10655,30446
2016,"09","Arizona",13649,10549,24198,15947,10932,26879
